,head,pygidium,1,2,3
299,sensory,,inter,inter,muscle
300,inter,,inter,inter,motor
301,sensory,,inter,inter,sensory
302,inter,,inter,sensory,motor
303,inter,,muscle,motor,muscle
304,inter,,ciliated,inter,muscle
305,sensory,,inter,inter,inter
306,sensory,,muscle,inter,muscle
307,sensory,,muscle,inter,motor
308,ciliated,,motor,muscle,inter
309,sensory,,inter,motor,inter
310,inter,,inter,ciliated,motor
311,inter,,muscle,muscle,muscle
312,inter,,sensory,muscle,sensory
313,inter,,inter,muscle,muscle
314,motor,,muscle,sensory,inter
315,sensory,,motor,inter,muscle
316,sensory,,motor,motor,muscle
317,inter,,,inter,sensory
318,inter,,,inter,muscle
319,inter,,,motor,muscle
320,sensory,,,inter,muscle
321,sensory,,,inter,motor
322,sensory,,,sensory,inter
323,inter,,,motor,
324,sensory,,,sensory,
325,inter,,,inter,
326,ciliated,,,muscle,
327,sensory,,,motor,
328,inter,,,inter,
329,ciliated,,,inter,
330,motor,,,inter,
331,inter,,,inter,
332,inter,,,motor,
333,inter,,,inter,
334,sensory,,,inter,
335,sensory,,,inter,
336,sensory,,,sensory,
337,sensory,,,muscle,
338,sensory,,,muscle,
339,sensory,,,inter,
340,inter,,,motor,
341,inter,,,inter,
342,sensory,,,inter,
343,inter,,,inter,
344,inter,,,inter,
345,sensory,,,motor,
346,sensory,,,motor,
347,sensory,,,motor,
348,inter,,,motor,
349,sensory,,,motor,
350,inter,,,motor,
351,sensory,,,inter,
352,inter,,,muscle,
353,inter,,,motor,
354,sensory,,,muscle,
355,inter,,,sensory,
356,inter,,,sensory,
357,inter,,,inter,
358,sensory,,,inter,
359,inter,,,muscle,
360,inter,,,inter,
361,sensory,,,sensory,
362,sensory,,,muscle,
363,sensory,,,inter,
364,inter,,,inter,
365,inter,,,inter,
366,sensory,,,muscle,
367,inter,,,muscle,
368,inter,,,inter,
369,sensory,,,inter,
370,sensory,,,muscle,
371,inter,,,muscle,
372,inter,,,muscle,
373,sensory,,,muscle,
374,sensory,,,muscle,
375,sensory,,,muscle,
376,inter,,,inter,
377,inter,,,inter,
378,sensory,,,inter,
379,sensory,,,inter,
380,inter,,,inter,
381,sensory,,,muscle,
382,ciliated,,,muscle,
383,muscle,,,muscle,
384,inter,,,inter,
385,sensory,,,muscle,
386,sensory,,,inter,
387,inter,,,muscle,
388,ciliated,,,inter,
389,sensory,,,muscle,
390,sensory,,,inter,
391,inter,,,sensory,
392,inter,,,muscle,
393,sensory,,,motor,
394,sensory,,,muscle,
395,muscle,,,,
396,sensory,,,,
397,ciliated,,,,
398,sensory,,,,
399,sensory,,,,
400,sensory,,,,
401,sensory,,,,
402,sensory,,,,
403,sensory,,,,
404,sensory,,,,
405,sensory,,,,
406,sensory,,,,
407,inter,,,,
408,inter,,,,
409,inter,,,,
410,sensory,,,,
411,inter,,,,
412,inter,,,,
413,inter,,,,
414,sensory,,,,
415,ciliated,,,,
416,sensory,,,,
417,inter,,,,
418,sensory,,,,
419,inter,,,,
420,sensory,,,,
421,inter,,,,
422,ciliated,,,,
423,inter,,,,
424,inter,,,,
425,inter,,,,
426,inter,,,,
427,inter,,,,
428,sensory,,,,
429,inter,,,,
430,sensory,,,,
431,inter,,,,
432,sensory,,,,
433,sensory,,,,
434,inter,,,,
435,inter,,,,
436,sensory,,,,
437,inter,,,,
438,sensory,,,,
439,inter,,,,
440,sensory,,,,
441,inter,,,,
442,sensory,,,,
443,sensory,,,,
444,sensory,,,,
445,inter,,,,
446,inter,,,,
447,inter,,,,
448,inter,,,,
449,sensory,,,,
450,inter,,,,
451,inter,,,,
452,inter,,,,
453,inter,,,,
454,muscle,,,,
455,inter,,,,
456,sensory,,,,
457,sensory,,,,
458,inter,,,,
459,inter,,,,
460,sensory,,,,
461,sensory,,,,
462,inter,,,,
463,inter,,,,
464,inter,,,,
465,sensory,,,,
466,inter,,,,
467,sensory,,,,
468,inter,,,,
469,inter,,,,
470,sensory,,,,
471,ciliated,,,,
472,sensory,,,,
473,sensory,,,,
474,inter,,,,
475,inter,,,,
476,inter,,,,
477,inter,,,,
478,inter,,,,
479,inter,,,,
480,sensory,,,,
481,inter,,,,
482,sensory,,,,
483,sensory,,,,
484,inter,,,,
485,sensory,,,,
486,inter,,,,
487,sensory,,,,
488,inter,,,,
489,sensory,,,,
490,sensory,,,,
491,sensory,,,,
492,sensory,,,,
493,inter,,,,
494,sensory,,,,
495,inter,,,,
496,sensory,,,,
497,motor,,,,
498,inter,,,,
499,inter,,,,
500,inter,,,,
501,inter,,,,
502,inter,,,,
503,motor,,,,
504,motor,,,,
505,inter,,,,
506,inter,,,,
507,inter,,,,
508,inter,,,,
509,inter,,,,
510,inter,,,,
511,inter,,,,
512,sensory,,,,
513,sensory,,,,
514,sensory,,,,
515,sensory,,,,
516,inter,,,,
517,inter,,,,
518,inter,,,,
519,sensory,,,,
520,sensory,,,,
521,inter,,,,
522,ciliated,,,,
523,inter,,,,
524,inter,,,,
525,sensory,,,,
526,sensory,,,,
527,sensory,,,,
528,sensory,,,,
529,sensory,,,,
530,sensory,,,,
531,inter,,,,
532,sensory,,,,
533,inter,,,,
534,inter,,,,
535,sensory,,,,
536,inter,,,,
537,sensory,,,,
538,sensory,,,,
539,inter,,,,
540,sensory,,,,
541,ciliated,,,,
542,inter,,,,
543,sensory,,,,
544,sensory,,,,
545,sensory,,,,
546,sensory,,,,
547,inter,,,,
548,inter,,,,
549,sensory,,,,
550,inter,,,,
551,inter,,,,
552,sensory,,,,
553,inter,,,,
554,inter,,,,
555,inter,,,,
556,sensory,,,,
557,inter,,,,
558,inter,,,,
559,sensory,,,,
560,inter,,,,
561,motor,,,,
562,inter,,,,
563,inter,,,,
564,sensory,,,,
565,inter,,,,
566,sensory,,,,
567,sensory,,,,
568,sensory,,,,
569,inter,,,,
570,inter,,,,
571,inter,,,,
572,inter,,,,
573,inter,,,,
574,inter,,,,
575,inter,,,,
576,sensory,,,,
577,sensory,,,,
578,sensory,,,,
579,inter,,,,
580,sensory,,,,
581,sensory,,,,
582,sensory,,,,
583,sensory,,,,
584,sensory,,,,
585,sensory,,,,
586,inter,,,,
587,inter,,,,
588,inter,,,,
589,sensory,,,,
590,inter,,,,
591,inter,,,,
592,inter,,,,
593,inter,,,,
594,ciliated,,,,
595,sensory,,,,
596,sensory,,,,
597,inter,,,,
598,sensory,,,,
599,inter,,,,
600,sensory,,,,
601,motor,,,,
602,motor,,,,
603,inter,,,,
604,inter,,,,
605,sensory,,,,
606,inter,,,,
607,sensory,,,,
608,inter,,,,
609,inter,,,,
610,epithelia,,,,
611,inter,,,,
612,inter,,,,
613,sensory,,,,
614,inter,,,,
615,motor,,,,
616,inter,,,,
617,inter,,,,
618,sensory,,,,
619,inter,,,,
620,sensory,,,,
621,inter,,,,
622,motor,,,,
623,sensory,,,,
624,muscle,,,,
625,inter,,,,
626,inter,,,,
627,ciliated,,,,
628,sensory,,,,
629,inter,,,,
630,sensory,,,,
631,inter,,,,
632,inter,,,,
633,inter,,,,
634,inter,,,,
635,inter,,,,
636,inter,,,,
637,inter,,,,
638,inter,,,,
639,inter,,,,
640,inter,,,,
641,sensory,,,,
642,sensory,,,,
643,inter,,,,
644,inter,,,,
645,inter,,,,
646,inter,,,,
647,inter,,,,
648,motor,,,,
649,sensory,,,,
650,sensory,,,,
651,sensory,,,,
652,inter,,,,
653,sensory,,,,
654,motor,,,,
655,sensory,,,,
656,inter,,,,
657,sensory,,,,
658,sensory,,,,
659,sensory,,,,
660,inter,,,,
661,inter,,,,
662,inter,,,,
663,inter,,,,
664,sensory,,,,
665,inter,,,,
666,sensory,,,,
667,sensory,,,,
668,sensory,,,,
669,muscle,,,,
670,sensory,,,,
671,sensory,,,,
672,sensory,,,,
673,sensory,,,,
674,inter,,,,
675,ciliated,,,,
676,sensory,,,,
677,inter,,,,
678,sensory,,,,
679,sensory,,,,
680,sensory,,,,
681,inter,,,,
682,sensory,,,,
683,inter,,,,
684,inter,,,,
685,sensory,,,,
686,inter,,,,
687,inter,,,,
688,inter,,,,
689,ciliated,,,,
690,sensory,,,,
691,inter,,,,
692,sensory,,,,
693,inter,,,,
694,inter,,,,
695,inter,,,,
696,ciliated,,,,
697,inter,,,,
698,inter,,,,
699,inter,,,,
700,inter,,,,
701,inter,,,,
702,sensory,,,,
703,sensory,,,,
704,inter,,,,
705,inter,,,,
706,ciliated,,,,
707,inter,,,,
708,inter,,,,
709,sensory,,,,
710,ciliated,,,,
711,inter,,,,
712,inter,,,,
713,inter,,,,
714,sensory,,,,
715,sensory,,,,
716,sensory,,,,
717,inter,,,,
718,sensory,,,,
719,sensory,,,,
720,ciliated,,,,
721,inter,,,,
722,sensory,,,,
723,inter,,,,
