,left,right
215,1656520,57341.0
216,1656524,1312505.0
217,247535,1976063.0
218,493317,1328909.0
219,1591058,1500956.0
220,1435418,1460009.0
221,1419056,1607477.0
222,1648444,1345337.0
223,1779518,1312586.0
224,1435458,1419083.0
225,1394518,575319.0
226,1427287,1558360.0
227,1386336,1468265.0
228,1402736,1558377.0
229,411531,1582964.0
230,1419152,1312647.0
231,1460113,1460107.0
232,1337238,1378190.0
233,1525669,542612.0
234,1312678,1304469.0
235,1271721,1435540.0
236,1337258,1173400.0
237,206767,608173.0
238,1673139,1345461.0
239,1583047,1845175.0
240,1755080,1435591.0
241,1337294,575448.0
242,2000850,1271778.0
243,1443798,600071.0
244,1320921,1280027.0
245,1312731,1632286.0
246,1533917,1411126.0
247,370662,1845305.0
248,1320938,1697854.0
249,2000882,1411136.0
250,1329166,1837125.0
251,2000911,1271884.0
252,436248,1468500.0
253,1386544,1370203.0
254,1329204,1583195.0
255,1304654,1329247.0
256,1484878,1665129.0
257,1321044,1271920.0
258,1394792,1509512.0
259,2001006,1329299.0
260,1828978,1468567.0
261,813171,854174.0
262,174199,1427617.0
263,1271928,174256.0
264,1419394,796862.0
265,1280134,1763522.0
266,1345703,1304775.0
267,1484968,608460.0
268,1411256,198864.0
269,1394876,1272016.0
270,485566,1403093.0
271,1444039,493786.0
272,67795,1468636.0
273,1394905,1566960.0
274,1730785,1181940.0
275,1444070,1427703.0
276,518390,1566972.0
277,1485047,2017535.0
278,944377,59671.0
279,936192,1567002.0
280,1394963,1730843.0
281,1632536,780577.0
282,108826,370978.0
283,1239327,1673505.0
284,1648927,575787.0
285,10536,1829164.0
286,837942,1452348.0
287,1845563,1280329.0
288,1648958,35154.0
289,1345862,1116504.0
290,1567054,1304924.0
291,1730901,1829214.0
292,1157465,575853.0
293,1485154,313716.0
294,1313126,1403261.0
295,1370473,1304968.0
296,1419639,1304979.0
297,1362300,1395094.0
298,1739164,1460631.0
299,1952161,1304990.0
300,1493426,1763759.0
301,1739198,27064.0
302,518599,1051076.0
303,92619,1026501.0
304,1436108,1337798.0
305,174545,1386950.0
306,1386964,1731014.0
307,1018325,1337804.0
308,1354209,1567189.0
309,207330,1567204.0
310,1378791,1731062.0
311,2001380,1411577.0
312,1624567,1477119.0
313,584184,1845760.0
314,1214973,1329666.0
315,1075718,1321475.0
316,1968682,1690116.0
317,1411627,190983.0
318,1321532,2009602.0
319,1460810,1411593.0
320,387680,1419787.0
321,1387104,1296919.0
322,1608290,1714711.0
323,1501795,1280537.0
324,1616482,1411609.0
325,518764,1460772.0
326,1501807,1215017.0
327,780915,1075760.0
328,117385,1567283.0
329,1632907,1370693.0
330,486036,1845855.0
331,1354390,1616492.0
332,60061,1739384.0
333,273055,1378941.0
334,1338017,1567361.0
335,1108642,1411715.0
336,1354406,1272459.0
337,1092264,1501849.0
338,649899,346796.0
339,1125044,1501871.0
340,1731263,1460921.0
341,764615,1321665.0
342,1272534,1321672.0
343,1321713,1387208.0
344,1403656,1272523.0
345,1329930,1329884.0
346,1583898,1731304.0
347,1649437,1477378.0
348,183077,1616645.0
349,1436454,1354525.0
350,944941,1674019.0
351,1420085,478001.0
352,1395556,1329970.0
353,101233,1346362.0
354,1264498,1690429.0
355,1305461,1313602.0
356,248696,1567572.0
357,11135,469848.0
358,1411967,592728.0
359,1584011,1272664.0
360,1272719,1436506.0
361,1649555,1354628.0
362,1305492,1026962.0
363,355224,1395614.0
364,1436570,1837982.0
365,1280930,1387435.0
366,1846187,265148.0
367,1379252,1444805.0
368,1354681,1420237.0
369,1395647,1395664.0
370,1387465,568273.0
371,1387474,1117148.0
372,1453008,1166300.0
373,1633251,568290.0
374,1633288,445419.0
375,1387530,1395692.0
376,1420302,68613.0
377,1436707,1395717.0
378,1674291,633874.0
379,1420342,1395731.0
380,1797181,2337812.0
381,1436736,1354776.0
382,1797187,945180.0
383,1420356,1166368.0
384,1625158,2296864.0
385,1387597,1281060.0
386,1592405,19515.0
387,1297501,715837.0
388,167009,1297489.0
389,1338468,1453145.0
390,289898,306267.0
391,1272941,1387613.0
392,1764464,1150049.0
393,2010225,1715298.0
394,1420415,961644.0
395,756864,1166446.0
396,1395840,1420398.0
397,1485960,1469561.0
398,1420440,1551483.0
399,1387674,1731718.0
400,1330333,1281169.0
401,1485984,273576.0
402,1420457,1854639.0
403,1461417,1379511.0
404,1576108,1273022.0
405,1420472,2010309.0
406,1576129,1436895.0
407,1346759,2010340.0
408,1420496,1617129.0
409,1486039,1330410.0
410,1420504,1420530.0
411,1420510,1600760.0
412,1354979,1420539.0
413,1092863,486654.0
414,175367,27917.0
415,1395980,1051922.0
416,945427,1854746.0
417,1953050,1273131.0
418,298270,1445167.0
419,1633569,1281333.0
420,1346858,1600828.0
421,1486136,1600836.0
422,1273155,1355081.0
423,1305955,1330509.0
424,1396068,1789261.0
425,1363316,118101.0
426,445828,798041.0
427,1224072,1559897.0
428,1281424,1314140.0
429,707997,1437030.0
430,454054,1338735.0
431,1609129,1363312.0
432,11731,1731953.0
433,1650135,1813880.0
434,1404382,568702.0
435,1789424,568710.0
436,1625586,1559953.0
437,1732095,1404314.0
438,1576450,1306016.0
439,1338884,1756581.0
440,1273359,1486247.0
441,839186,183731.0
442,85530,1281473.0
443,1322525,1404358.0
444,1732125,1412560.0
445,1338917,1592784.0
446,1855014,1355223.0
447,519721,1404375.0
448,1478193,1052127.0
449,1388085,1412575.0
450,1297975,1371619.0
451,208456,1404388.0
452,1003081,708069.0
453,1445460,1928680.0
454,1076839,1453547.0
455,708202,1732111.0
456,1355372,1306131.0
457,1617521,1486363.0
458,1314425,1306147.0
459,1830524,1068584.0
460,1339008,1306155.0
461,708228,1928754.0
462,1306246,192051.0
463,1846918,347709.0
464,503432,1379902.0
465,1633938,1797698.0
466,1322645,1846855.0
467,1224344,1592906.0
468,1404567,593488.0
469,2313882,1461846.0
470,1379998,1732185.0
471,1633963,1322586.0
472,298685,1396320.0
473,1461953,1453675.0
474,1486527,1396335.0
475,77507,1592945.0
476,1609407,1584762.0
477,1633987,1330831.0
478,1339080,1339023.0
479,1306315,1347222.0
480,1339088,1396374.0
481,1273554,1306268.0
482,1273563,1658527.0
483,1732322,1732257.0
484,77552,1355427.0
485,1732338,1158821.0
486,1478389,1347263.0
487,167671,1593030.0
488,1732349,1371847.0
489,1486591,1732295.0
490,519936,1732300.0
491,1453826,1584845.0
492,1363722,1732307.0
493,1224471,1568469.0
494,1625884,192214.0
495,1486628,1928926.0
496,1339180,331495.0
497,1486647,2010859.0
498,1314620,1306349.0
499,44863,1830642.0
500,1732420,1568505.0
501,1027911,192257.0
502,1560393,1617669.0
503,1027917,1421064.0
504,1347407,1371922.0
505,12115,1568536.0
506,1027923,1568544.0
507,1363796,2010915.0
508,585558,1568555.0
509,1568596,896817.0
510,1732439,1380150.0
511,1281886,2019137.0
512,1732448,192323.0
513,1396596,1331032.0
514,1027959,257885.0
515,1306490,1855339.0
516,1462145,1814382.0
517,1699713,1568623.0
518,1937281,1920885.0
519,1027978,1585014.0
520,1281939,987008.0
521,1372056,380842.0
522,77730,1314734.0
523,429993,192436.0
524,1437617,954295.0
525,1224630,593849.0
526,1699767,1757115.0
527,1486784,577483.0
528,1626051,888787.0
529,1281988,774105.0
530,1363909,1568781.0
531,135113,1216549.0
532,1355728,1650725.0
533,1462225,290858.0
534,1126354,1077309.0
535,1847252,192595.0
536,1101784,577621.0
537,1306584,1732697.0
538,1486810,364674.0
539,1298402,1355911.0
540,1396714,1609864.0
541,1306608,1396899.0
542,1339377,1618091.0
543,1462261,1274031.0
544,1077241,1241266.0
545,1298426,1396918.0
546,1462290,1585339.0
547,1396762,1380543.0
548,1568802,1667277.0
549,1298484,1560783.0
550,1396790,1315028.0
551,1388614,1306859.0
552,1560655,1585394.0
553,1265745,1388788.0
554,1388649,1364226.0
555,1847405,1626390.0
556,1314929,2306326.0
557,774258,1306906.0
558,1691763,1397020.0
559,1388660,1028395.0
560,1298552,192812.0
561,1421448,1446191.0
562,168075,1487151.0
563,1568912,1331507.0
564,1364158,1028407.0
565,1470654,241978.0
566,1274053,201048.0
567,1323208,1364315.0
568,1700043,1397111.0
569,766165,1315203.0
570,1339608,962948.0
571,397532,160141.0
572,1347815,1839508.0
573,422125,594344.0
574,1446136,1683885.0
575,1421566,1380795.0
576,1118465,1315271.0
577,1585416,1405399.0
578,1249546,1380835.0
579,1339663,1380843.0
580,463126,184848.0
581,1265951,1282582.0
582,151847,193047.0
583,110892,1552918.0
584,1405233,954910.0
585,1601839,1397285.0
586,1569080,1675823.0
587,143674,1397326.0
588,1569091,1307230.0
589,1544524,184928.0
590,1405261,1323621.0
591,1569102,1913451.0
592,1487196,1307247.0
593,1339741,1299058.0
594,1569125,1446515.0
595,1339753,111231.0
596,1683821,1438343.0
597,1069423,119436.0
598,1282428,1323687.0
599,1405317,1413805.0
600,1323402,955074.0
601,520593,37580.0
602,1356178,1381077.0
603,1405336,1823451.0
604,1298844,1585890.0
605,1298856,1741539.0
606,1855915,1274603.0
607,1855933,1725169.0
608,1847754,1381112.0
609,1298898,1364769.0
610,1626582,1135395.0
611,1356253,1307459.0
612,1364445,1667913.0
613,45548,54090.0
614,1446384,1454932.0
615,430600,1323882.0
616,1847818,1528697.0
617,1421839,1569660.0
618,1323536,1307524.0
619,537119,1348484.0
620,537125,1397639.0
621,1364517,1405840.0
622,1380903,1282965.0
623,520755,1430426.0
624,1421893,1282984.0
625,1274440,1274799.0
626,1725002,1594313.0
627,1331806,250842.0
628,1397346,955370.0
629,1348199,1283053.0
630,1397352,1340398.0
631,1741418,1348615.0
632,1741422,1307663.0
633,1274485,1586199.0
634,1675901,1332248.0
635,1626756,1971227.0
636,1028750,1332260.0
637,1454752,1373224.0
638,1446561,1725480.0
639,1831596,1840169.0
640,488162,308269.0
641,1372913,1324107.0
642,979707,357455.0
643,1323773,1340501.0
644,1454846,758871.0
645,1831679,1332314.0
646,463617,390240.0
647,1381127,1578084.0
648,1356560,1356912.0
649,1405726,1602680.0
650,1856288,1545339.0
651,1626922,1586304.0
652,1323828,1299586.0
653,1389371,1651849.0
654,1299267,1332367.0
655,144261,1348770.0
656,1373064,1332389.0
657,1282992,1356971.0
658,1643440,185521.0
659,1282998,1815732.0
660,1848249,1356982.0
661,1471420,324793.0
662,1274820,177343.0
663,1635279,1381575.0
664,1430491,111828.0
665,1438682,185562.0
666,1471450,578783.0
667,1422303,414949.0
668,1348581,1340647.0
669,1029097,857325.0
670,660463,709878.0
671,1397746,1504505.0
672,1356793,1971452.0
673,1700859,1275135.0
674,939008,1971464.0
675,1397762,1316107.0
676,758789,1447180.0
677,1258527,193819.0
678,1520675,1340703.0
679,1659941,1504562.0
680,1348649,1488194.0
681,1348661,111948.0
682,1397815,1299789.0
683,1971259,1185115.0
684,1414213,1348968.0
685,1455178,1357166.0
686,1700942,1545589.0
687,1307745,431489.0
688,2028656,1349004.0
689,1381501,1750414.0
690,1447037,1349009.0
691,1397887,316821.0
692,1275010,1488284.0
693,1717380,1349023.0
694,1545349,1349034.0
695,668812,1160628.0
696,1455247,1381820.0
697,1275026,1971650.0
698,13459,1545686.0
699,1275053,1340899.0
700,2028720,1316332.0
701,1635512,1349113.0
702,1086656,1578507.0
703,1316038,1480211.0
704,1414358,1070612.0
705,1250520,1324600.0
706,1635545,153151.0
707,1316070,1381952.0
708,1971433,824903.0
709,1365232,71248.0
710,1414384,1554019.0
711,275699,169574.0
712,1848592,366190.0
713,1381662,587391.0
714,1316130,54919.0
715,1725737,988822.0
716,1717565,284315.0
717,1520958,259763.0
718,1455427,1275595.0
719,1627479,1341140.0
720,1275230,1832672.0
721,2233700,1308387.0
722,505193,1963755.0
723,1275243,55057.0
724,800116,1742612.0
725,1308022,1423131.0
726,505209,1357597.0
727,1340805,628517.0
728,1406349,1398573.0
729,1455507,907055.0
730,1185175,1562433.0
731,1349040,399192.0
732,423355,1111918.0
733,1349051,366449.0
734,1856971,399224.0
735,1455565,1275768.0
736,1349072,186240.0
737,1349077,1570688.0
738,1275357,751490.0
739,1390047,759694.0
740,1455582,227221.0
741,1684965,1718172.0
742,1324518,399266.0
743,1275367,1611683.0
744,1381871,1333158.0
745,1381884,309165.0
746,1324546,1275823.0
747,1381896,1308592.0
748,1570324,1652654.0
749,1488411,55225.0
750,1422884,161743.0
751,1652260,1570773.0
752,1324587,1275865.0
753,1381937,1701849.0
754,1463859,1423327.0
755,1463866,1570796.0
756,1570363,1947647.0
757,1300035,1275907.0
758,423498,768031.0
759,1316451,1357861.0
760,1824372,1357867.0
761,1947255,1447992.0
762,54909,923710.0
763,1275518,1333311.0
764,22159,1316939.0
765,1365661,1103961.0
766,1611442,1439840.0
767,1316531,1103977.0
768,1308347,1685644.0
769,1316572,1390740.0
770,1595117,1530009.0
771,1308413,1390749.0
772,767751,1956009.0
773,1349386,1546413.0
774,1546007,587962.0
775,1283875,1407163.0
776,1382194,1579204.0
777,1349434,1603787.0
778,1161034,1841368.0
779,14162,252137.0
780,1521491,1603827.0
781,1161044,1841402.0
782,1849185,1390849.0
783,1406825,1366275.0
784,1562482,1333515.0
785,669558,1464604.0
786,1341302,932125.0
787,1398649,1341740.0
788,1849210,1669421.0
789,1341318,1448244.0
790,907144,1587509.0
791,1570700,1775932.0
792,1726348,1603906.0
793,251790,1284425.0
794,1333136,1382729.0
795,1570711,637265.0
796,1275801,1415508.0
797,1292186,22876.0
798,1488795,1333597.0
799,1275812,1415528.0
800,1570729,219569.0
801,300976,1833415.0
802,1570739,1612233.0
803,1292228,1571286.0
804,1447877,170458.0
805,55238,629210.0
806,1308618,981467.0
807,1390541,1645026.0
808,1849294,1956332.0
809,1570785,2185709.0
810,1275880,1948151.0
811,1849324,604671.0
812,940016,1284610.0
813,1398775,1333780.0
814,1669116,653848.0
815,1275916,1309222.0
816,1472553,1309228.0
817,1292334,1382959.0
818,202807,1473074.0
819,1292352,1325625.0
820,1333316,1325633.0
821,1570928,1382978.0
822,1726596,1383001.0
823,1276040,1284704.0
824,1292427,1325682.0
825,1382545,580213.0
826,1374369,612991.0
827,1292458,1292932.0
828,579755,1292947.0
829,1415344,137882.0
830,1349820,1473202.0
831,1120455,1317564.0
832,1407180,154304.0
833,1325272,1293005.0
834,1415385,1850079.0
835,1054945,1350368.0
836,1349857,359142.0
837,1276147,1325812.0
838,1317111,1383171.0
839,1300731,1325843.0
840,776455,1317660.0
841,1366282,56100.0
842,1849623,908068.0
843,1333529,1399590.0
844,1415473,1432357.0
845,1349942,1366839.0
846,1349949,564048.0
847,801132,1407854.0
848,1415537,1358740.0
849,1333656,1792917.0
850,1472928,1448858.0
851,1374631,1137595.0
852,1317295,228289.0
853,932287,1285069.0
854,1382859,1276909.0
855,1382871,1416180.0
856,1366501,1440768.0
857,1595882,1416198.0
858,1350126,1244182.0
859,1366510,1178653.0
860,768500,1416227.0
861,1317375,1178663.0
862,1456639,1440816.0
863,1849863,1424455.0
864,1391139,1571934.0
865,1628716,1850475.0
866,1276462,318576.0
867,1628748,1285267.0
868,1841743,171166.0
869,6743,15519.0
870,1923672,1383587.0
871,1399394,1342632.0
872,1391222,1752235.0
873,1342071,1293484.0
874,498302,1547439.0
875,55935,1383600.0
876,1243776,1285301.0
877,1333887,1285306.0
878,1391234,359612.0
879,932505,1285310.0
880,1489563,1416388.0
881,203433,40141.0
882,1284780,1285327.0
883,1342141,1293518.0
884,252608,392410.0
885,277200,1416416.0
886,1440477,1326324.0
887,2013923,1957108.0
888,1489640,1285367.0
889,1276652,1342725.0
890,1587973,1334543.0
891,1547023,1285393.0
892,1301268,1457434.0
893,1383209,1416476.0
894,1276717,1383723.0
895,1776476,1441073.0
896,1776504,1400126.0
897,1416066,1678661.0
898,1514371,1383778.0
899,1440653,359783.0
900,1842067,1072496.0
901,1276831,23921.0
902,1588133,1449339.0
903,1629097,335229.0
904,252853,1957288.0
905,1326008,1392050.0
906,1391561,1031618.0
907,1448906,1433034.0
908,1285075,1703390.0
909,1334234,531949.0
910,1391584,744953.0
911,1727474,1342970.0
912,1383418,1342975.0
913,1276971,1957377.0
914,1317942,1113608.0
915,1276992,1342991.0
916,588869,1318423.0
917,1293381,1302040.0
918,982115,1703455.0
919,1416299,1777190.0
920,1850496,1703468.0
921,1391745,1621549.0
922,1653907,269876.0
923,1563802,1474100.0
924,1547424,1408570.0
925,1399974,1400382.0
926,1834160,1285696.0
927,1645747,48718.0
928,1350839,1441373.0
929,1588419,1441389.0
930,1129677,1490551.0
931,1645789,188036.0
932,1277150,1285768.0
933,1817849,1425033.0
934,1498370,1449610.0
935,802066,958099.0
936,1383699,1310363.0
937,1449234,982688.0
938,261398,1302189.0
939,1441050,556718.0
940,1670429,1457836.0
941,1277215,515762.0
942,1744166,1654460.0
943,826675,1744577.0
944,1744183,1621708.0
945,1785146,1285842.0
946,1113404,1400535.0
947,1310016,1466076.0
948,1383745,1998558.0
949,73027,1605349.0
950,7501,1285875.0
951,113999,1654515.0
952,1432915,188153.0
953,1645907,1302266.0
954,1367387,1203965.0
955,73059,1343244.0
956,1678692,1670927.0
957,1645931,1302345.0
958,1957230,1433418.0
959,556399,1359694.0
960,1473904,1441614.0
961,1793408,1482574.0
962,1359237,1613646.0
963,32142,1957722.0
964,1850777,1654629.0
965,1318311,1032061.0
966,1457578,1736582.0
967,482732,1277851.0
968,1629613,1621926.0
969,1310144,1327020.0
970,1670599,1449903.0
971,1424853,1957809.0
972,441817,1408946.0
973,1416695,1335221.0
974,1211899,1408956.0
975,1392132,1122238.0
976,1302031,1425347.0
977,1392152,1114055.0
978,1605150,1204176.0
979,1392171,180202.0
980,1383986,1343467.0
981,1351221,1621996.0
982,1130041,1441775.0
983,1465914,1597423.0
984,1343040,1671147.0
985,1302082,
986,1416768,
987,1678918,
988,1384013,
989,1343057,
990,523862,
991,1392216,
992,523868,
993,1392222,
994,1318495,
995,2014813,
996,1351280,
997,1646209,
998,1351307,
999,1916554,
1000,556693,
1001,1547950,
1002,1433269,
1003,212664,
1004,1367741,
1005,1932988,
1006,941766,
1007,1318602,
1008,32460,
1009,1629909,
1010,1302247,
1011,1646318,
1012,1490675,
1013,499451,
1014,1629968,
1015,1163030,
1016,2416412,
1017,204577,
1018,1433397,
1019,1277759,
1020,1335104,
1021,1646402,
1022,1630022,
1023,565079,
1024,1646429,
1025,1408867,
1026,1130360,
1027,139142,
1028,2015119,
1029,147361,
1030,1359787,
1031,1400756,
1032,1392567,
1033,942028,
1034,1368019,
1035,1368025,
1036,2015193,
1037,1368030,
1038,1368040,
1039,1277932,
1040,1630186,
1041,1302513,
1042,1376251,
1043,1048573,
