,left,right
510,sensory,inter
511,inter,sensory
512,inter,motor
513,sensory,muscle
514,inter,muscle
515,sensory,inter
516,sensory,inter
517,sensory,muscle
518,muscle,inter
519,ciliated,muscle
520,muscle,inter
521,inter,motor
522,inter,inter
523,sensory,inter
524,sensory,inter
525,motor,muscle
526,sensory,sensory
527,inter,inter
528,ciliated,sensory
529,inter,muscle
530,inter,sensory
531,motor,motor
532,sensory,sensory
533,motor,sensory
534,muscle,inter
535,sensory,sensory
536,inter,inter
537,sensory,muscle
538,inter,inter
539,muscle,muscle
540,muscle,sensory
541,muscle,inter
542,ciliated,muscle
543,muscle,muscle
544,sensory,ciliated
545,muscle,inter
546,muscle,sensory
547,inter,motor
548,muscle,inter
549,muscle,sensory
550,muscle,inter
551,inter,sensory
552,sensory,ciliated
553,sensory,motor
554,sensory,sensory
555,muscle,inter
556,inter,inter
557,muscle,inter
558,sensory,inter
559,inter,inter
560,inter,motor
561,inter,inter
562,sensory,muscle
563,inter,epithelia
564,muscle,muscle
565,inter,inter
566,inter,inter
567,inter,inter
568,sensory,muscle
569,sensory,sensory
570,motor,motor
571,sensory,inter
572,inter,inter
573,sensory,inter
574,sensory,motor
575,inter,inter
576,muscle,motor
577,inter,motor
578,inter,inter
579,inter,inter
580,inter,sensory
581,inter,inter
582,inter,motor
583,inter,sensory
584,motor,sensory
585,motor,inter
586,inter,sensory
587,inter,inter
588,muscle,inter
589,muscle,muscle
590,muscle,inter
591,inter,motor
592,motor,inter
593,sensory,inter
594,motor,inter
595,muscle,sensory
596,inter,inter
597,inter,inter
598,motor,inter
599,sensory,inter
600,sensory,inter
601,inter,sensory
602,inter,inter
603,inter,muscle
604,muscle,inter
605,inter,muscle
606,inter,muscle
607,sensory,inter
608,motor,sensory
609,inter,sensory
610,motor,inter
611,sensory,inter
612,inter,inter
613,inter,motor
614,inter,sensory
615,inter,sensory
616,inter,sensory
617,inter,inter
618,muscle,inter
619,muscle,sensory
620,sensory,ciliated
621,muscle,inter
622,muscle,inter
623,sensory,inter
624,muscle,ciliated
625,muscle,muscle
626,sensory,inter
627,inter,sensory
628,inter,inter
629,sensory,sensory
630,sensory,motor
631,muscle,sensory
632,motor,inter
633,motor,muscle
634,inter,inter
635,sensory,inter
636,inter,ciliated
637,inter,inter
638,motor,sensory
639,inter,inter
640,muscle,muscle
641,inter,sensory
642,inter,sensory
643,sensory,sensory
644,sensory,sensory
645,sensory,inter
646,sensory,sensory
647,motor,sensory
648,muscle,sensory
649,inter,inter
650,inter,motor
651,muscle,muscle
652,inter,inter
653,muscle,inter
654,sensory,sensory
655,inter,motor
656,inter,inter
657,muscle,sensory
658,sensory,sensory
659,sensory,sensory
660,motor,muscle
661,inter,inter
662,inter,inter
663,inter,motor
664,inter,inter
665,muscle,inter
666,inter,muscle
667,inter,inter
668,inter,motor
669,inter,motor
670,inter,inter
671,inter,inter
672,inter,inter
673,sensory,motor
674,muscle,epithelia
675,inter,inter
676,sensory,inter
677,motor,inter
678,sensory,inter
679,inter,inter
680,muscle,inter
681,sensory,inter
682,sensory,motor
683,sensory,inter
684,inter,sensory
685,sensory,inter
686,motor,sensory
687,sensory,inter
688,inter,ciliated
689,muscle,muscle
690,muscle,inter
691,sensory,inter
692,muscle,sensory
693,muscle,inter
694,motor,sensory
695,inter,sensory
696,muscle,sensory
697,sensory,sensory
698,muscle,inter
699,muscle,inter
700,muscle,inter
701,muscle,muscle
702,inter,sensory
703,sensory,inter
704,sensory,muscle
705,motor,muscle
706,inter,inter
707,inter,sensory
708,inter,muscle
709,inter,muscle
710,inter,inter
711,inter,inter
712,inter,motor
713,inter,sensory
714,inter,sensory
715,muscle,sensory
716,inter,sensory
717,inter,sensory
718,sensory,inter
719,inter,sensory
720,inter,inter
721,inter,muscle
722,sensory,muscle
723,sensory,inter
724,sensory,motor
725,inter,inter
726,sensory,sensory
727,sensory,inter
728,inter,inter
729,inter,inter
730,sensory,sensory
731,inter,sensory
732,motor,motor
733,motor,motor
734,muscle,muscle
735,inter,inter
736,inter,muscle
737,muscle,inter
738,inter,muscle
739,sensory,motor
740,inter,inter
741,muscle,sensory
742,sensory,sensory
743,muscle,sensory
744,sensory,motor
745,inter,inter
746,inter,inter
747,motor,sensory
748,inter,inter
749,sensory,inter
750,muscle,motor
751,sensory,inter
752,motor,muscle
753,ciliated,inter
754,muscle,inter
755,muscle,inter
756,inter,sensory
757,sensory,sensory
758,sensory,sensory
759,ciliated,inter
760,inter,sensory
761,inter,sensory
762,inter,sensory
763,inter,motor
764,muscle,sensory
765,sensory,sensory
766,inter,muscle
767,motor,sensory
768,motor,inter
769,inter,inter
770,sensory,muscle
771,inter,inter
772,inter,sensory
773,muscle,inter
774,inter,inter
775,inter,inter
776,inter,sensory
777,inter,motor
778,sensory,inter
779,inter,inter
780,inter,sensory
781,sensory,sensory
782,motor,inter
783,motor,inter
784,sensory,motor
785,sensory,motor
786,inter,motor
787,sensory,inter
788,inter,inter
789,sensory,motor
790,sensory,inter
791,inter,muscle
792,inter,motor
793,inter,motor
794,inter,sensory
795,muscle,muscle
796,inter,epithelia
797,inter,muscle
798,inter,motor
799,inter,inter
800,inter,muscle
801,sensory,sensory
802,muscle,inter
803,muscle,inter
804,sensory,sensory
805,muscle,inter
806,inter,ciliated
807,sensory,sensory
808,sensory,inter
809,motor,inter
810,motor,motor
811,inter,motor
812,inter,sensory
813,inter,inter
814,inter,inter
815,motor,inter
816,inter,inter
817,inter,inter
818,ciliated,muscle
819,sensory,inter
820,inter,inter
821,sensory,inter
822,sensory,inter
823,motor,muscle
824,inter,sensory
825,inter,inter
826,epithelia,sensory
827,inter,sensory
828,inter,inter
829,motor,inter
830,motor,inter
831,epithelia,muscle
832,inter,inter
833,inter,inter
834,muscle,inter
835,inter,motor
836,muscle,epithelia
837,sensory,sensory
838,inter,sensory
839,inter,inter
840,epithelia,inter
841,inter,inter
842,inter,muscle
843,motor,muscle
844,motor,inter
845,motor,muscle
846,sensory,sensory
847,inter,sensory
848,sensory,sensory
849,sensory,sensory
850,inter,ciliated
851,motor,ciliated
852,muscle,sensory
853,sensory,inter
854,muscle,muscle
855,inter,sensory
856,inter,muscle
857,motor,muscle
858,muscle,sensory
859,inter,motor
860,inter,muscle
861,sensory,inter
862,sensory,sensory
863,inter,inter
864,inter,inter
865,muscle,inter
866,inter,inter
867,inter,ciliated
868,inter,sensory
869,inter,inter
870,motor,sensory
871,inter,inter
872,ciliated,inter
873,inter,sensory
874,motor,inter
875,sensory,inter
876,sensory,motor
877,sensory,inter
878,inter,muscle
879,sensory,inter
880,motor,muscle
881,inter,sensory
882,muscle,inter
883,sensory,sensory
884,inter,inter
885,motor,muscle
886,muscle,inter
887,inter,muscle
888,muscle,ciliated
889,sensory,inter
890,motor,ciliated
891,inter,motor
892,inter,muscle
893,motor,inter
894,sensory,inter
895,inter,inter
896,sensory,inter
897,muscle,sensory
898,inter,inter
899,muscle,inter
900,inter,inter
901,sensory,muscle
902,muscle,muscle
903,sensory,sensory
904,muscle,muscle
905,inter,sensory
906,muscle,motor
907,muscle,inter
908,sensory,muscle
909,inter,sensory
910,sensory,sensory
911,inter,ciliated
912,muscle,sensory
913,inter,ciliated
914,inter,inter
915,motor,muscle
916,sensory,motor
917,muscle,muscle
918,inter,motor
919,muscle,
920,inter,
921,inter,
922,inter,
923,inter,
924,inter,
925,muscle,
926,ciliated,
927,muscle,
928,ciliated,
929,inter,
930,inter,
931,muscle,
932,inter,
933,inter,
934,muscle,
935,inter,
936,muscle,
937,inter,
938,inter,
939,muscle,
940,sensory,
941,inter,
942,ciliated,
943,motor,
944,motor,
945,muscle,
946,inter,
947,muscle,
948,motor,
949,sensory,
950,sensory,
951,sensory,
952,inter,
953,inter,
954,inter,
955,muscle,
956,muscle,
957,muscle,
958,muscle,
959,sensory,
960,muscle,
961,muscle,
962,motor,
963,muscle,
964,sensory,
965,inter,
966,inter,
