,left,right
0,2015233,1646603.0
1,1548290,1769485.0
2,1318919,1622033.0
3,2015241,1064990.0
4,1318929,1441826.0
5,1318938,1466405.0
6,1564703,1671212.0
7,1728550,1728563.0
8,1417265,1466424.0
9,1318965,1458234.0
10,1278006,1417276.0
11,1564732,1507391.0
12,1318986,1294400.0
13,1957973,1671231.0
14,1278038,1065030.0
15,1130583,1294413.0
16,1433691,1441872.0
17,1024095,1327186.0
18,1278051,24659.0
19,1392742,1376350.0
20,1392754,1359971.0
21,385141,1359987.0
22,827510,1065083.0
23,1646725,1335430.0
24,1302663,2007173.0
25,557195,786570.0
26,1736843,909450.0
27,1319057,1204373.0
28,1384593,1433751.0
29,942233,1409181.0
30,344239,1319070.0
31,1073332,57508.0
32,1671351,1409196.0
33,1736887,1663161.0
34,2015432,1499326.0
35,1065166,401601.0
36,57553,573635.0
37,508114,1376459.0
38,1065178,1335507.0
39,1155295,671957.0
40,73954,1425621.0
41,1409275,1286364.0
42,1646847,1278185.0
43,409861,1474793.0
44,1311006,1482990.0
45,1392926,1466608.0
46,1401122,1286389.0
47,1360179,1483005.0
48,1392970,1679615.0
49,16719,1286402.0
50,1728847,24849.0
51,1204562,139543.0
52,2015571,1483032.0
53,1442134,16668.0
54,557403,532764.0
55,1335645,1392932.0
56,1483099,1335597.0
57,2007389,1417531.0
58,1204576,1409346.0
59,1368417,1417545.0
60,1204589,1409372.0
61,106879,1728870.0
62,1212800,1450345.0
63,1130883,1737105.0
64,1393034,1663395.0
65,1089948,25010.0
66,1647016,1393083.0
67,1261995,1393089.0
68,1335727,1663434.0
69,1499594,1663439.0
70,1417675,1278418.0
71,1614287,1319384.0
72,1827286,1343962.0
73,770519,672228.0
74,2015704,1401321.0
75,1335777,1524203.0
76,1606117,1622511.0
77,1335790,1327607.0
78,1303054,1450492.0
79,2015759,1663484.0
80,1335832,1204752.0
81,1434136,762387.0
82,1950241,1589782.0
83,1335845,1409561.0
84,1409579,1770014.0
85,1647148,746037.0
86,844338,1344059.0
87,1278565,1589825.0
88,1450597,442961.0
89,1647206,1417810.0
90,1057387,1344084.0
91,1155695,1434209.0
92,1827444,1294947.0
