,0
544,muscle
545,inter
546,muscle
547,inter
548,sensory
549,inter
550,inter
551,inter
552,motor
553,inter
554,ciliated
555,sensory
556,muscle
557,inter
558,inter
559,inter
560,sensory
561,inter
562,inter
563,inter
564,inter
565,motor
566,motor
567,inter
568,inter
569,sensory
570,inter
571,inter
572,inter
573,motor
574,sensory
575,inter
576,inter
577,motor
578,muscle
579,inter
580,muscle
581,muscle
582,inter
583,inter
584,sensory
585,ciliated
586,inter
587,muscle
588,inter
589,inter
590,motor
591,muscle
592,motor
593,sensory
594,inter
595,muscle
596,inter
597,muscle
598,sensory
599,muscle
600,inter
601,inter
602,inter
603,sensory
604,motor
605,inter
606,sensory
607,inter
608,inter
609,muscle
610,muscle
611,inter
612,sensory
613,muscle
614,ciliated
615,epithelia
616,motor
617,inter
618,inter
619,sensory
620,muscle
621,inter
622,muscle
623,inter
624,inter
625,sensory
626,sensory
627,inter
628,epithelia
629,muscle
630,sensory
631,motor
632,sensory
633,ciliated
634,motor
635,inter
636,inter
637,motor
638,ciliated
639,ciliated
640,muscle
641,inter
642,muscle
643,sensory
644,muscle
645,sensory
646,sensory
647,sensory
648,inter
649,motor
650,muscle
651,inter
652,motor
653,sensory
654,motor
655,sensory
656,sensory
657,inter
658,inter
659,inter
660,inter
661,sensory
662,inter
663,muscle
664,inter
665,motor
666,inter
667,sensory
668,sensory
669,muscle
670,muscle
671,inter
672,muscle
673,muscle
674,sensory
675,muscle
676,muscle
677,inter
678,muscle
679,sensory
680,inter
681,muscle
682,sensory
683,muscle
684,inter
685,inter
686,epithelia
687,inter
688,inter
689,inter
690,muscle
691,inter
692,inter
693,inter
694,inter
695,inter
696,muscle
697,ciliated
698,inter
699,motor
700,sensory
701,inter
702,sensory
703,inter
704,inter
705,inter
706,ciliated
707,inter
708,muscle
709,motor
710,inter
711,inter
712,inter
713,inter
714,inter
715,muscle
716,inter
717,inter
718,sensory
719,inter
720,sensory
721,inter
722,muscle
723,motor
724,sensory
725,sensory
726,motor
727,inter
728,inter
729,inter
730,sensory
731,sensory
732,inter
733,inter
734,inter
735,inter
736,motor
737,muscle
738,motor
739,inter
740,sensory
741,inter
742,inter
743,inter
744,inter
745,muscle
746,motor
747,muscle
748,inter
749,inter
750,motor
751,inter
752,motor
753,inter
754,muscle
755,inter
756,muscle
757,muscle
758,muscle
759,inter
760,inter
761,motor
762,muscle
763,inter
764,inter
765,sensory
766,inter
767,muscle
768,motor
769,muscle
770,inter
771,inter
772,inter
773,sensory
774,sensory
775,muscle
776,inter
777,sensory
778,inter
779,muscle
780,muscle
781,muscle
782,sensory
783,sensory
784,sensory
785,epithelia
786,sensory
787,muscle
788,ciliated
789,motor
790,inter
791,ciliated
792,muscle
793,sensory
794,inter
795,ciliated
796,inter
797,inter
798,inter
799,inter
800,ciliated
801,motor
802,muscle
803,motor
804,sensory
805,motor
806,sensory
807,inter
808,sensory
809,inter
810,inter
811,sensory
812,muscle
813,muscle
814,muscle
815,ciliated
816,inter
817,motor
818,inter
819,ciliated
820,inter
821,muscle
822,sensory
823,motor
824,muscle
825,muscle
826,inter
827,motor
828,ciliated
829,inter
830,inter
831,inter
832,inter
833,muscle
834,sensory
835,inter
836,sensory
837,inter
838,muscle
839,sensory
840,sensory
841,epithelia
842,sensory
843,sensory
844,motor
845,inter
846,inter
847,motor
848,epithelia
849,inter
850,muscle
851,muscle
852,inter
853,motor
854,inter
855,muscle
856,inter
857,muscle
858,muscle
859,sensory
860,muscle
861,motor
862,inter
863,muscle
864,motor
865,sensory
866,inter
867,muscle
868,sensory
869,inter
870,sensory
871,inter
872,muscle
873,inter
874,sensory
875,inter
876,ciliated
877,inter
878,sensory
879,inter
880,inter
881,sensory
882,inter
883,motor
884,muscle
885,muscle
886,sensory
887,muscle
888,inter
889,sensory
890,ciliated
891,inter
892,muscle
893,inter
894,inter
895,inter
896,inter
897,motor
898,muscle
899,inter
900,muscle
901,inter
902,inter
903,sensory
904,ciliated
905,sensory
906,inter
907,motor
908,muscle
909,muscle
910,ciliated
911,inter
912,inter
913,muscle
914,inter
915,inter
916,muscle
917,inter
918,inter
