,head,pygidium,1,2,3
470,m,,,,
471,i,,,,
472,i,,,,
473,i,,,,
474,i,,,,
475,i,,,,
476,m,,,,
477,m,,,,
478,i,,,,
479,i,,,,
480,i,,,,
481,i,,,,
482,i,,,,
483,i,,,,
484,i,,,,
485,s,,,,
486,s,,,,
487,s,,,,
488,s,,,,
489,i,,,,
490,i,,,,
491,i,,,,
492,s,,,,
493,s,,,,
494,i,,,,
495,i,,,,
496,i,,,,
497,s,,,,
498,s,,,,
499,s,,,,
500,s,,,,
501,s,,,,
502,s,,,,
503,i,,,,
504,s,,,,
505,i,,,,
506,i,,,,
507,s,,,,
508,i,,,,
509,s,,,,
510,s,,,,
511,i,,,,
512,s,,,,
513,i,,,,
514,s,,,,
515,s,,,,
516,s,,,,
517,s,,,,
518,i,,,,
519,i,,,,
520,s,,,,
521,i,,,,
522,i,,,,
523,s,,,,
524,i,,,,
525,i,,,,
526,i,,,,
527,s,,,,
528,i,,,,
529,i,,,,
530,s,,,,
531,i,,,,
532,m,,,,
533,i,,,,
534,i,,,,
535,s,,,,
536,i,,,,
537,s,,,,
538,s,,,,
539,s,,,,
540,i,,,,
541,i,,,,
542,i,,,,
543,i,,,,
544,i,,,,
545,i,,,,
546,i,,,,
547,s,,,,
548,s,,,,
549,s,,,,
550,i,,,,
551,s,,,,
552,s,,,,
553,s,,,,
554,s,,,,
555,s,,,,
556,s,,,,
557,i,,,,
558,i,,,,
559,i,,,,
560,s,,,,
561,i,,,,
562,i,,,,
563,i,,,,
564,i,,,,
565,s,,,,
566,s,,,,
567,i,,,,
568,s,,,,
569,i,,,,
570,s,,,,
571,m,,,,
572,m,,,,
573,i,,,,
574,i,,,,
575,s,,,,
576,i,,,,
577,s,,,,
578,i,,,,
579,i,,,,
580,i,,,,
581,i,,,,
582,s,,,,
583,i,,,,
584,m,,,,
585,i,,,,
586,i,,,,
587,s,,,,
588,i,,,,
589,s,,,,
590,i,,,,
591,m,,,,
592,s,,,,
593,m,,,,
594,i,,,,
595,i,,,,
596,s,,,,
597,i,,,,
598,s,,,,
599,i,,,,
600,i,,,,
601,i,,,,
602,i,,,,
603,i,,,,
604,i,,,,
605,i,,,,
606,i,,,,
607,i,,,,
608,i,,,,
609,s,,,,
610,s,,,,
611,i,,,,
612,i,,,,
613,i,,,,
614,i,,,,
615,i,,,,
616,m,,,,
617,s,,,,
618,s,,,,
619,s,,,,
620,i,,,,
621,s,,,,
622,m,,,,
623,s,,,,
624,i,,,,
625,s,,,,
626,s,,,,
627,s,,,,
628,i,,,,
629,i,,,,
630,i,,,,
631,i,,,,
632,s,,,,
633,i,,,,
634,s,,,,
635,s,,,,
636,s,,,,
637,m,,,,
638,s,,,,
639,s,,,,
640,s,,,,
641,s,,,,
642,i,,,,
643,s,,,,
644,i,,,,
645,s,,,,
646,s,,,,
647,s,,,,
648,i,,,,
649,s,,,,
650,i,,,,
651,i,,,,
652,s,,,,
653,i,,,,
654,i,,,,
655,i,,,,
656,s,,,,
657,i,,,,
658,s,,,,
659,i,,,,
660,i,,,,
661,i,,,,
662,i,,,,
663,i,,,,
664,i,,,,
665,i,,,,
666,i,,,,
667,s,,,,
668,s,,,,
669,i,,,,
670,i,,,,
671,i,,,,
672,i,,,,
673,s,,,,
674,i,,,,
675,i,,,,
676,i,,,,
677,s,,,,
678,s,,,,
679,s,,,,
680,i,,,,
681,s,,,,
682,s,,,,
683,i,,,,
684,s,,,,
685,i,,,,
