,0
0,sensory
1,sensory
2,sensory
3,sensory
4,sensory
5,sensory
6,sensory
7,sensory
8,sensory
9,sensory
10,sensory
11,sensory
12,inter
13,inter
14,inter
15,inter
16,inter
17,inter
18,inter
19,inter
20,sensory
21,sensory
22,inter
23,inter
24,inter
25,inter
26,sensory
27,sensory
28,sensory
29,sensory
30,sensory
31,sensory
32,sensory
33,motor
34,sensory
35,inter
36,inter
37,inter
38,inter
39,inter
40,inter
41,sensory
42,sensory
43,sensory
44,sensory
45,sensory
46,sensory
47,sensory
48,sensory
49,sensory
50,sensory
51,sensory
52,sensory
53,sensory
54,sensory
55,sensory
56,sensory
57,sensory
58,sensory
59,sensory
60,motor
61,sensory
62,sensory
63,inter
64,inter
65,inter
66,motor
67,inter
68,motor
69,motor
70,motor
71,motor
72,motor
73,motor
74,motor
75,motor
76,motor
77,motor
78,motor
79,motor
80,motor
81,inter
82,sensory
83,sensory
84,sensory
85,sensory
86,sensory
87,inter
88,inter
89,inter
90,inter
91,inter
92,inter
93,inter
94,inter
95,inter
96,inter
97,inter
98,sensory
99,sensory
100,sensory
101,sensory
102,sensory
103,sensory
104,sensory
105,sensory
106,sensory
107,sensory
108,sensory
109,sensory
110,inter
111,inter
112,motor
113,motor
114,motor
115,sensory
116,sensory
117,sensory
118,sensory
119,sensory
120,sensory
121,sensory
122,sensory
123,sensory
124,sensory
125,sensory
126,sensory
127,sensory
128,sensory
129,sensory
130,sensory
131,sensory
132,sensory
133,sensory
134,sensory
135,inter
136,inter
137,inter
138,motor
139,motor
140,sensory
141,sensory
142,sensory
143,sensory
144,sensory
145,sensory
146,sensory
147,inter
148,inter
149,inter
150,inter
151,inter
152,inter
153,inter
154,inter
155,inter
156,inter
157,inter
158,inter
159,inter
160,inter
161,inter
162,inter
163,motor
164,sensory
165,sensory
166,sensory
167,sensory
168,sensory
169,sensory
170,sensory
171,sensory
172,inter
173,sensory
174,motor
175,sensory
176,sensory
177,inter
178,sensory
179,inter
180,inter
181,motor
182,inter
183,inter
184,inter
185,inter
186,inter
187,inter
188,motor
189,inter
190,inter
191,motor
192,motor
193,sensory
194,sensory
195,motor
196,sensory
197,sensory
198,sensory
199,inter
200,inter
201,sensory
202,sensory
203,sensory
204,inter
205,inter
206,inter
207,inter
208,motor
209,motor
210,motor
211,motor
212,motor
213,inter
214,inter
215,inter
216,inter
217,inter
218,sensory
219,inter
220,sensory
221,inter
222,inter
223,inter
224,inter
225,inter
226,inter
227,inter
228,inter
229,inter
230,sensory
231,inter
232,muscle
233,muscle
234,inter
235,inter
236,muscle
237,inter
238,muscle
239,sensory
240,inter
241,muscle
242,motor
243,muscle
244,inter
245,muscle
246,muscle
247,muscle
248,inter
249,motor
250,inter
251,ciliated
252,motor
253,muscle
254,muscle
255,motor
256,muscle
257,muscle
258,sensory
259,sensory
260,inter
261,inter
262,inter
263,ciliated
264,muscle
265,inter
266,inter
267,inter
268,inter
269,muscle
270,muscle
271,inter
272,inter
273,ciliated
274,ciliated
275,inter
276,muscle
277,inter
278,sensory
279,inter
280,inter
281,inter
282,inter
283,muscle
284,inter
285,sensory
286,inter
287,muscle
288,sensory
289,sensory
290,muscle
291,sensory
292,motor
293,inter
294,sensory
295,motor
296,inter
297,sensory
298,sensory
299,muscle
300,inter
301,inter
302,inter
303,inter
304,inter
305,inter
306,muscle
307,muscle
308,muscle
309,inter
310,muscle
311,inter
312,inter
313,sensory
314,inter
315,inter
316,inter
317,inter
318,muscle
319,muscle
320,epithelia
321,sensory
322,inter
323,muscle
324,inter
325,ciliated
326,inter
327,ciliated
328,inter
329,muscle
330,motor
331,inter
332,motor
333,inter
334,epithelia
335,muscle
336,inter
337,sensory
338,muscle
339,muscle
340,inter
341,sensory
342,muscle
343,inter
344,ciliated
345,inter
346,muscle
347,inter
348,inter
349,inter
350,motor
351,sensory
352,sensory
353,sensory
354,sensory
355,ciliated
356,motor
357,sensory
358,inter
359,motor
360,muscle
361,inter
362,sensory
363,inter
364,muscle
365,inter
366,motor
367,motor
368,inter
369,inter
370,inter
371,sensory
372,inter
373,muscle
374,sensory
375,muscle
376,ciliated
377,motor
378,sensory
379,motor
380,sensory
381,muscle
382,muscle
383,sensory
384,muscle
385,muscle
386,inter
387,muscle
388,sensory
389,ciliated
390,inter
391,inter
392,inter
393,inter
394,ciliated
395,muscle
396,motor
397,inter
398,muscle
399,muscle
400,muscle
401,inter
402,inter
403,inter
404,sensory
405,inter
406,inter
407,sensory
408,inter
409,ciliated
410,inter
411,inter
412,sensory
413,muscle
414,sensory
415,inter
416,ciliated
417,sensory
418,inter
419,sensory
420,muscle
421,sensory
422,muscle
423,inter
424,sensory
425,sensory
426,inter
427,inter
428,inter
429,sensory
430,muscle
431,sensory
432,inter
433,inter
434,motor
435,muscle
436,inter
437,muscle
438,muscle
439,inter
440,inter
441,sensory
442,inter
443,sensory
444,inter
445,inter
446,muscle
447,muscle
448,motor
449,muscle
450,muscle
451,inter
452,inter
453,inter
454,ciliated
455,muscle
456,inter
457,sensory
458,ciliated
459,sensory
460,inter
461,muscle
462,inter
463,inter
464,sensory
465,inter
466,inter
467,muscle
468,ciliated
469,motor
470,muscle
471,inter
472,muscle
473,sensory
474,sensory
475,muscle
476,muscle
477,sensory
478,inter
479,inter
480,inter
481,motor
482,sensory
483,muscle
484,inter
485,inter
486,inter
487,inter
488,inter
489,inter
490,motor
491,inter
492,inter
493,sensory
494,inter
495,inter
496,inter
497,sensory
498,inter
499,inter
500,motor
501,muscle
502,inter
503,muscle
504,muscle
505,inter
506,inter
507,sensory
508,ciliated
509,inter
510,muscle
511,inter
512,inter
513,motor
514,muscle
515,motor
516,sensory
517,inter
518,muscle
519,inter
520,muscle
521,muscle
522,inter
523,inter
524,inter
525,sensory
526,motor
527,inter
528,inter
529,inter
530,muscle
531,muscle
532,inter
533,muscle
534,ciliated
535,epithelia
536,motor
537,inter
538,inter
539,sensory
540,muscle
541,inter
542,muscle
543,inter
