,0
544,inter
545,sensory
546,sensory
547,muscle
548,motor
549,sensory
550,ciliated
551,motor
552,inter
553,ciliated
554,ciliated
555,muscle
556,inter
557,muscle
558,sensory
559,muscle
560,sensory
561,sensory
562,sensory
563,inter
564,motor
565,inter
566,motor
567,sensory
568,motor
569,sensory
570,sensory
571,inter
572,inter
573,inter
574,inter
575,inter
576,muscle
577,inter
578,sensory
579,sensory
580,muscle
581,muscle
582,inter
583,muscle
584,muscle
585,muscle
586,muscle
587,inter
588,muscle
589,sensory
590,muscle
591,sensory
592,muscle
593,inter
594,epithelia
595,inter
596,inter
597,inter
598,muscle
599,inter
600,inter
601,inter
602,inter
603,inter
604,muscle
605,ciliated
606,inter
607,motor
608,sensory
609,inter
610,sensory
611,inter
612,inter
613,ciliated
614,inter
615,muscle
616,motor
617,inter
618,inter
619,inter
620,inter
621,muscle
622,inter
623,inter
624,sensory
625,inter
626,sensory
627,inter
628,muscle
629,motor
630,sensory
631,sensory
632,inter
633,inter
634,inter
635,sensory
636,sensory
637,inter
638,inter
639,inter
640,inter
641,muscle
642,inter
643,sensory
644,inter
645,inter
646,muscle
647,motor
648,muscle
649,inter
650,inter
651,inter
652,muscle
653,inter
654,muscle
655,muscle
656,inter
657,motor
658,muscle
659,inter
660,sensory
661,inter
662,muscle
663,motor
664,muscle
665,inter
666,muscle
667,inter
668,inter
669,muscle
670,muscle
671,muscle
672,sensory
673,sensory
674,sensory
675,sensory
676,motor
677,inter
678,ciliated
679,muscle
680,sensory
681,inter
682,inter
683,inter
684,inter
685,inter
686,ciliated
687,motor
688,muscle
689,motor
690,sensory
691,sensory
692,inter
693,inter
694,muscle
695,muscle
696,muscle
697,ciliated
698,inter
699,inter
700,muscle
701,sensory
702,muscle
703,muscle
704,inter
705,motor
706,ciliated
707,inter
708,inter
709,inter
710,inter
711,muscle
712,sensory
713,inter
714,sensory
715,inter
716,muscle
717,sensory
718,sensory
719,sensory
720,sensory
721,motor
722,inter
723,motor
724,inter
725,muscle
726,muscle
727,inter
728,motor
729,inter
730,muscle
731,inter
732,muscle
733,muscle
734,muscle
735,inter
736,muscle
737,motor
738,muscle
739,sensory
740,inter
741,sensory
742,inter
743,muscle
744,inter
745,sensory
746,inter
747,ciliated
748,inter
749,inter
750,inter
751,sensory
752,inter
753,motor
754,muscle
755,muscle
756,sensory
757,muscle
758,inter
759,sensory
760,ciliated
761,inter
762,muscle
763,inter
764,inter
765,inter
766,muscle
767,muscle
768,inter
769,ciliated
770,inter
771,motor
772,muscle
773,muscle
774,inter
775,inter
776,muscle
777,inter
778,inter
779,muscle
780,inter
781,inter
