,skids,side,class,segment,type,group
869,2312895,,,,,
870,1321665,right,inter,head,124.0,12.0
871,764615,left,inter,2,,1.0
872,1321672,right,inter,head,123.0,
873,1387208,right,,3,,
874,1403591,,,,,
875,1272523,right,inter,head,,
876,494284,,,,,
877,1485520,,,,,
878,1272534,left,inter,head,,
879,1329884,right,inter,head,,
880,2312931,,,,,
881,1731304,right,inter,1,73.0,7.0
882,1321713,left,motor,head,178.0,
883,2001649,,,,,
884,1796852,,,,,
885,1477378,right,inter,2,,2.0
886,1313540,,,,,
887,1616645,right,inter,3,,1.0
888,1960708,,,,,
889,1403656,left,motor,2,68.0,
890,1329930,left,inter,2,,6.0
891,1608465,,,,,
892,1583898,left,muscle,0,,
893,1354525,right,inter,head,121.0,
894,1649437,left,muscle,1,,
895,1674019,right,inter,2,155.0,3.0
896,1567524,,,,,
897,183077,left,sensory,head,96.0,
898,1436454,left,inter,3,,
899,1960743,,,,,
900,944941,left,ciliated,1,,
901,478001,right,inter,3,,1.0
902,1329970,right,inter,head,,
903,1616689,,,,,
904,1747762,,,,,
905,1420085,left,inter,3,,3.0
906,674618,,inter,head,42.0,
907,1346362,right,inter,head,,
908,1379133,,,,,
909,1690429,right,motor,1,,
910,1313602,right,inter,1,,5.0
911,1567572,right,sensory,2,95.0,
912,1821526,,,,,
913,469848,right,inter,head,,
914,592728,right,muscle,1,,
915,1272664,right,sensory,head,100.0,
916,1436506,right,inter,2,,6.0
917,1395556,left,motor,2,61.0,
918,101233,left,ciliated,head,,
919,1264498,left,inter,head,,12.0
920,1305461,left,inter,1,,2.0
921,248696,left,sensory,head,133.0,
922,11135,left,sensory,head,1.0,
923,1411967,left,epithelia,head,,
924,1354628,right,inter,head,,
925,1584011,left,muscle,2,,
926,1272719,left,sensory,head,100.0,
927,1026962,right,motor,3,65.0,
928,1649555,left,muscle,1,,
929,1305492,left,motor,1,,
930,355224,left,inter,head,23.0,
931,1436570,left,inter,2,180.0,
932,1395614,right,muscle,2,,
933,1837982,right,sensory,2,71.0,
934,1280930,left,motor,2,,
935,1387435,right,motor,3,66.0,
936,1846187,left,inter,1,,4.0
937,1379252,left,,3,,
938,1354681,left,inter,head,,
939,265148,right,sensory,head,134.0,
940,1395647,left,motor,2,64.0,
941,1305540,,,,,
942,1444805,right,,3,,
943,1387465,left,sensory,3,71.0,
944,1420237,right,inter,2,73.0,7.0
945,1756110,,,,,
946,1395664,right,muscle,1,,
947,568273,right,muscle,0,,
948,1387474,left,inter,1,73.0,7.0
949,1453008,left,inter,1,,
950,1117148,right,sensory,head,,11.0
951,1166300,right,motor,1,87.0,
952,568290,right,muscle,1,,
953,1633251,left,muscle,2,,
954,445419,right,inter,pygidium,147.0,1.0
955,1395692,right,muscle,1,,
956,224238,lr,inter,2,,3.0
957,1575931,,,,,
958,1068035,,,,,
959,68613,right,inter,head,3.0,
960,1395717,right,muscle,1,,
961,1616901,,,,,
962,1633288,left,muscle,2,,
963,1387530,left,motor,3,159.0,
964,1420302,left,motor,3,,
965,633874,right,sensory,head,40.0,
966,1395731,right,muscle,1,,
967,2337812,right,sensory,head,,15.0
968,1354776,right,inter,head,,
969,945180,right,inter,2,,3.0
970,1551388,,,,,
971,1797151,,,,,
972,1166368,right,inter,3,,7.0
973,2296864,right,inter,head,,
974,1436707,left,muscle,3,,
975,1281060,right,sensory,head,100.0,
976,1674291,left,motor,1,162.0,
977,1543220,,,,,
978,1420342,left,muscle,3,,
979,19515,right,sensory,head,1.0,
980,715837,right,motor,1,63.0,
981,1797181,left,inter,head,175.0,13.0
982,1436736,left,muscle,3,,
983,1797187,left,inter,head,,13.0
984,1420356,left,muscle,3,,
985,1625158,left,sensory,3,80.0,
986,1387597,left,,2,,
987,1297489,right,motor,1,66.0,
988,1592405,left,muscle,1,,
989,1985623,,,,,
990,1453145,right,,1,,
991,306267,right,ciliated,head,,
992,1297501,left,inter,1,,2.0
993,1387613,right,motor,head,166.0,
994,167009,left,ciliated,head,,
995,1150049,right,,1,,
996,1715298,right,epithelia,head,,
997,1338468,left,inter,head,152.0,12.0
998,289898,left,sensory,head,45.0,
999,961644,right,motor,2,,
1000,1272941,left,sensory,head,100.0,15.0
1001,1166446,right,sensory,pygidium,98.0,9.0
1002,1281133,,,,,
1003,1420398,right,muscle,head,,
1004,1764464,left,sensory,2,80.0,
1005,1928306,,,,,
1006,2010225,left,inter,2,,3.0
1007,1469561,right,inter,2,,2.0
1008,1551483,right,inter,2,105.0,
1009,1420415,left,motor,1,,
1010,756864,left,inter,head,,
1011,1395840,left,inter,2,,1.0
1012,1731718,right,inter,3,,4.0
1013,1485960,left,muscle,2,,
1014,1281169,right,sensory,head,80.0,
1015,1420440,left,muscle,3,,
1016,1387674,left,inter,3,,
1017,1330333,left,inter,head,,
1018,1485984,left,muscle,1,,
1019,273576,right,sensory,head,133.0,
1020,1420457,left,muscle,3,,
1021,1461417,left,muscle,2,,
1022,1576108,left,muscle,3,,
1023,1854639,right,inter,head,,13.0
1024,1608880,,,,,
1025,1379511,right,inter,2,,6.0
1026,1420472,left,muscle,3,,
1027,1273022,right,sensory,head,20.0,
1028,1576129,left,muscle,3,,
1029,2010309,right,motor,1,,
1030,1346759,left,sensory,head,100.0,
1031,1420496,left,muscle,3,,
1032,1486039,left,muscle,1,,
1033,1420504,left,muscle,3,,
1034,2297049,,,,,
1035,1658076,,,,,
1036,1379550,,,,,
1037,1420510,left,muscle,3,,
1038,1436895,right,inter,3,,
1039,1354979,left,inter,1,73.0,7.0
1040,2010340,right,inter,1,,2.0
1041,1617129,right,inter,2,109.0,
1042,1330410,right,inter,head,,
1043,1740016,,,,,
1044,1420530,right,muscle,3,,
1045,1600760,right,inter,1,79.0,7.0
1046,1420539,right,muscle,2,,
1047,1404156,,,,,
1048,486654,right,sensory,head,136.0,
1049,1092863,left,sensory,head,29.0,
1050,175367,left,ciliated,head,,
1051,1395980,left,motor,1,,
1052,27917,right,sensory,head,1.0,
1053,1412365,,,,,
1054,1600781,,,,,
1055,1051922,right,muscle,3,,
1056,945427,left,muscle,1,,
1057,1854746,right,motor,1,,
1058,1953050,left,motor,2,161.0,
1059,298270,left,sensory,head,41.0,
1060,1633569,left,muscle,2,,
1061,1518882,,,,,
1062,1346858,left,inter,head,,
1063,1273131,right,inter,head,160.0,
1064,1445167,right,,2,,
1065,1953072,,,,,
1066,1281333,right,sensory,head,100.0,
1067,1486136,left,inter,2,,4.0
1068,1977656,,,,,
1069,1600828,right,inter,2,,6.0
1070,1273155,left,sensory,head,40.0,
1071,1600836,right,inter,1,,4.0
1072,1355081,right,motor,2,106.0,
1073,1330509,right,sensory,head,25.0,
1074,1789261,right,inter,head,,12.0
1075,118101,right,sensory,head,37.0,
1076,798041,right,inter,head,76.0,
1077,1559897,right,muscle,2,,
1078,1314140,right,inter,2,,6.0
1079,1412448,,,,,
1080,1305955,left,muscle,1,,
1081,1396068,left,inter,1,,
1082,1437030,right,inter,3,79.0,7.0
1083,1674603,,,,,
1084,1338735,right,sensory,2,80.0,
1085,1363312,right,inter,head,120.0,
1086,1731953,right,inter,2,157.0,7.0
1087,1363316,left,inter,head,,
1088,1813880,right,motor,2,,
1089,568702,right,muscle,1,,
1090,445828,left,inter,2,79.0,7.0
1091,568710,right,muscle,1,,
1092,1224072,left,sensory,head,49.0,
1093,1281424,left,inter,pygidium,146.0,3.0
1094,1559953,right,muscle,1,,
1095,1617305,,,,,
1096,1404314,right,muscle,0,,
1097,707997,left,inter,3,,7.0
1098,1306016,right,sensory,head,,
1099,1756581,right,sensory,2,91.0,
1100,454054,left,sensory,head,29.0,
1101,1486247,right,motor,2,64.0,
1102,1609129,left,inter,1,,
1103,1412525,,,,,
1104,183731,right,ciliated,head,,
1105,1281473,right,inter,2,,3.0
1106,1404358,right,muscle,1,,
1107,1412560,right,inter,2,73.0,7.0
1108,1592784,right,muscle,1,,
1109,11731,left,sensory,head,1.0,
1110,1355223,right,inter,2,,1.0
1111,1404375,right,,1,,
1112,1650135,left,,head,,
1113,1404382,left,,1,,
1114,1052127,right,motor,3,,
1115,1412575,right,sensory,1,101.0,
1116,1953248,,,,,
1117,1371619,right,inter,head,116.0,
1118,1404388,right,muscle,1,,
1119,708069,right,,2,,
1120,1576419,,,,,
1121,1928680,right,inter,head,,12.0
1122,1453547,right,inter,1,,7.0
1123,1789424,left,inter,head,,
1124,1625586,left,muscle,2,,
1125,1732095,left,inter,2,73.0,7.0
1126,1830400,,,,,
1127,1576450,left,muscle,3,,
1128,1338884,left,inter,2,,6.0
1129,1732104,,,,,
1130,1273359,left,inter,head,21.0,
1131,1732111,right,motor,head,84.0,
1132,839186,left,sensory,head,,
1133,1306131,right,sensory,head,13.0,
1134,2338322,,,,,
1135,85530,left,inter,head,10.0,
1136,1486363,right,motor,2,64.0,
1137,1322525,left,inter,head,,
1138,1732125,left,inter,head,,14.0
1139,1306147,right,sensory,head,,
1140,1338917,left,motor,1,66.0,
1141,1855014,left,inter,1,,3.0
1142,1068584,right,sensory,head,13.0,
1143,519721,left,muscle,2,,
1144,1273386,,,,,
1145,1306155,right,sensory,head,,
1146,1478193,left,,2,,
1147,1928754,right,inter,head,,12.0
1148,192051,right,sensory,head,88.0,15.0
1149,1388085,left,,3,,
1150,1297975,left,motor,2,64.0,
1151,347709,right,inter,head,,
1152,1379902,right,,2,,
1153,1797698,right,motor,3,,
1154,1396291,,,,,
1155,1920579,left,inter,2,79.0,7.0
1156,1846855,right,inter,3,79.0,7.0
1157,208456,left,ciliated,head,,
1158,1003081,left,sensory,head,100.0,15.0
1159,1592906,right,muscle,1,,
1160,593488,right,muscle,0,,
1161,1437264,,,,,
1162,1445460,left,,3,,
1163,1461846,right,inter,2,,3.0
1164,1732185,right,muscle,2,,
1165,1322586,right,inter,head,,
1166,1396320,right,inter,2,,3.0
1167,1076839,left,ciliated,head,,
1168,1437289,,,,,
1169,708202,left,inter,3,74.0,7.0
1170,1453675,right,,3,,
1171,1355372,left,motor,head,19.0,
1172,1396335,right,motor,1,,
1173,1592945,right,muscle,1,,
1174,1617521,left,,3,,
1175,1314425,left,inter,head,119.0,
1176,1576570,,,,,
1177,1584762,right,muscle,1,,
1178,1830524,left,inter,1,,3.0
1179,1339008,left,motor,2,,
1180,708228,left,inter,2,79.0,7.0
1181,1306246,left,,0,,
1182,1846918,left,motor,3,,
1183,503432,left,inter,head,,
1184,2018953,,,,,
1185,2313870,,,,,
1186,1330831,right,inter,head,,
1187,1339023,right,inter,2,177.0,4.0
1188,1633938,left,muscle,2,,
1189,1322645,left,sensory,head,,
1190,1347222,right,epithelia,pygidium,,
1191,1396374,right,inter,1,,3.0
1192,1224344,left,ciliated,0,,
1193,1404567,left,inter,1,150.0,2.0
1194,2313882,left,inter,pygidium,147.0,1.0
1195,1306268,right,sensory,head,13.0,
1196,1379998,left,,2,,
1197,1658527,right,,2,,
1198,421537,right,,,,
1199,1732257,right,inter,3,,3.0
1200,1355427,right,sensory,head,,
1201,1158821,right,sensory,head,,
1202,1633963,left,muscle,2,,
1203,1830577,,,,,
1204,298685,left,sensory,head,,
1205,1347263,right,sensory,pygidium,98.0,9.0
1206,1306304,,,,,
1207,1461953,left,motor,2,64.0,
1208,1486527,left,muscle,3,,
1209,77507,left,sensory,head,18.0,
1210,1609407,left,,1,,
1211,1633987,left,muscle,2,,
1212,1593030,right,muscle,1,,
1213,1371847,right,inter,head,,
1214,1339080,left,epithelia,3,,
1215,1732295,right,inter,3,154.0,3.0
1216,1846984,,,,,
1217,1306315,left,ciliated,0,,
1218,1732300,right,inter,pygidium,145.0,1.0
1219,1584845,right,muscle,1,,
1220,1928908,,,,,
1221,1339088,left,sensory,3,95.0,
1222,1273554,left,inter,head,,
1223,1732307,right,,2,,
1224,1568469,right,muscle,1,,
1225,192214,right,sensory,head,100.0,15.0
1226,1273563,left,inter,head,,
1227,1928926,right,motor,1,,
1228,1732322,left,inter,3,,3.0
1229,331495,right,inter,head,,
1230,2010859,right,inter,2,,3.0
1231,1306349,right,sensory,1,81.0,
1232,77552,left,sensory,head,114.0,
1233,1732338,left,inter,2,155.0,3.0
1234,1830642,right,motor,2,,
1235,1478389,left,epithelia,3,,
1236,167671,left,sensory,head,33.0,
1237,1568505,right,muscle,0,,
1238,1347325,,,,,
1239,1732349,left,sensory,2,81.0,
1240,1486591,left,muscle,3,,
1241,519936,left,muscle,3,,
1242,192257,right,sensory,head,88.0,15.0
1243,1453826,left,,3,,
1244,1617669,right,muscle,2,,
1245,1421064,right,inter,3,79.0,7.0
1246,1363722,left,,1,,
1247,1371922,right,inter,1,105.0,
1248,1715988,,,,,
1249,1224471,left,,1,,
1250,1568536,right,muscle,1,,
1251,2002715,,,,,
1252,1625884,left,muscle,2,,
1253,1568544,right,muscle,1,,
1254,2010915,right,inter,2,176.0,6.0
1255,1486628,left,muscle,3,,
1256,1568555,right,muscle,0,,
1257,1339180,left,inter,3,,
1258,896817,right,inter,head,,
1259,2010932,,,,,
1260,1380150,right,inter,1,,4.0
1261,1486647,left,muscle,3,,
1262,1314620,left,muscle,2,,
1263,44863,left,sensory,head,172.0,
1264,2019137,right,inter,head,,13.0
1265,192323,right,sensory,head,88.0,15.0
1266,1732420,left,inter,head,,
1267,1027911,left,muscle,2,,
1268,1560393,left,inter,head,12.0,
1269,1027917,left,muscle,3,,
1270,1347407,left,inter,2,,7.0
1271,1355602,,,,,
1272,12115,left,sensory,head,1.0,
1273,1027923,left,muscle,3,,
1274,1363796,left,sensory,1,71.0,
1275,585558,left,inter,2,,
1276,1568596,left,muscle,1,,
1277,1331032,right,inter,head,21.0,
1278,1732439,left,inter,head,,
1279,257885,right,inter,head,7.0,
1280,1281886,left,sensory,head,131.0,
1281,1453917,,,,,
1282,1732448,left,inter,head,55.0,12.0
1283,1716071,,,,,
1284,110442,,,,,
1285,1781610,,,,,
1286,1855339,right,inter,0,,1.0
1287,1814382,right,,1,,
1288,1568623,right,muscle,1,,
1289,1929075,,,,,
1290,1396596,left,motor,3,64.0,
1291,1920885,right,motor,2,,
1292,1585014,right,muscle,1,,
1293,1027959,left,muscle,3,,
1294,1306490,left,inter,head,,
1295,1978235,,,,,
1296,987008,right,inter,1,77.0,7.0
1297,1462145,left,motor,1,,
1298,1699713,left,sensory,3,91.0,
1299,1937281,left,inter,2,,4.0
1300,1027978,left,muscle,2,,
1301,1281939,left,sensory,head,20.0,
1302,1372056,left,sensory,0,,
1303,1281947,,,,,
1304,1748893,,,,,
1305,77730,left,sensory,head,114.0,
1306,429993,left,sensory,head,31.0,
1307,380842,right,inter,head,,13.0
1308,1322922,,,,,
1309,1314734,right,inter,head,21.0,
1310,1437617,left,inter,1,,7.0
1311,192436,right,sensory,head,100.0,15.0
1312,1224630,left,inter,head,122.0,
1313,954295,right,inter,1,,7.0
1314,1699767,left,inter,3,,1.0
1315,593849,right,muscle,1,,
1316,1757115,right,motor,2,159.0,
1317,1486784,left,muscle,1,,
1318,1626051,left,muscle,2,,
1319,1281988,left,inter,head,,
1320,1363909,left,,2,,
1321,135113,left,inter,2,,
1322,577483,right,inter,3,105.0,
1323,1355728,left,inter,1,,3.0
1324,1462225,left,inter,2,,1.0
1325,1126354,left,sensory,head,13.0,
1326,888787,right,muscle,1,,
1327,1847252,left,sensory,0,167.0,
1328,1101784,left,sensory,head,13.0,
1329,774105,right,inter,head,55.0,12.0
1330,1306584,left,inter,head,56.0,12.0
1331,1486810,left,muscle,1,,
1332,1298402,left,ciliated,2,,
1333,1396714,left,muscle,1,,
1334,1306608,left,inter,2,,6.0
1335,1339377,left,inter,1,105.0,
1336,1462261,left,ciliated,3,,
1337,1077241,left,sensory,head,13.0,
1338,1298426,left,motor,1,59.0,
1339,307194,rc,sensory,head,135.0,
1340,1429497,,,,,
1341,1429504,,,,,
1342,1339394,,,,,
1343,462854,,,,,
1344,1396746,,,,,
1345,1568781,right,muscle,1,,
1346,1462290,left,inter,2,,1.0
1347,1396762,left,muscle,1,,
1348,1568802,left,muscle,1,,
1349,1216549,right,motor,3,69.0,
1350,1650725,right,inter,1,,1.0
1351,290858,right,sensory,head,111.0,
1352,1298484,left,inter,3,,3.0
1353,1396790,left,inter,3,,3.0
1354,1077309,right,sensory,head,27.0,
1355,1699907,,,,,
1356,1388614,left,sensory,3,89.0,
1357,1560655,left,inter,head,,12.0
1358,1265745,left,inter,head,,
1359,192595,right,sensory,head,88.0,15.0
1360,577621,right,ciliated,3,,
1361,1732697,right,inter,0,73.0,7.0
1362,1372259,,,,,
1363,1486952,,,,,
1364,1388649,left,sensory,3,80.0,
1365,1847405,left,,2,,
1366,1314929,left,inter,3,,5.0
1367,774258,left,,head,,
1368,1691763,left,sensory,3,71.0,
1369,1388660,left,sensory,3,89.0,
1370,1298552,left,sensory,head,97.0,
1371,364674,right,inter,head,174.0,
1372,1355911,right,sensory,head,,
1373,1421448,left,muscle,1,,
1374,1609864,right,sensory,2,71.0,
1375,168075,left,ciliated,head,,
1376,1568912,left,muscle,head,,
1377,1626256,,,,,
1378,1396899,right,muscle,3,,
1379,1618091,right,inter,pygidium,146.0,3.0
1380,1274031,right,sensory,pygidium,80.0,9.0
1381,1241266,right,motor,3,64.0,
1382,1396918,right,muscle,3,,
1383,1585339,right,muscle,1,,
1384,1773755,,,,,
1385,1364158,left,inter,3,79.0,7.0
1386,1380543,right,inter,3,,1.0
1387,1470654,left,inter,head,140.0,13.0
1388,1274053,left,sensory,pygidium,101.0,9.0
1389,1462469,,,,,
1390,1323208,left,sensory,head,,
1391,1700043,left,motor,3,,
1392,1667277,right,,1,,
1393,1560783,right,inter,2,155.0,3.0
1394,2011343,,,,,
1395,1315028,right,muscle,3,,
1396,766165,left,sensory,head,34.0,
1397,1339608,left,inter,head,153.0,12.0
1398,397532,left,ciliated,head,,
1399,1847524,,,,,
1400,1347815,left,inter,1,,3.0
1401,1700071,,,,,
1402,1306859,right,inter,1,,4.0
1403,422125,left,inter,1,77.0,7.0
1404,1585394,right,muscle,1,,
1405,1388788,right,inter,3,,1.0
1406,1446136,left,,1,,
1407,1421566,left,motor,3,,
1408,1118465,left,sensory,head,13.0,
1409,1364226,right,motor,1,162.0,
1410,1585416,left,,1,165.0,
1411,1249546,left,motor,2,64.0,
1412,1446155,,,,,
1413,1339663,left,muscle,0,,
1414,463126,left,sensory,head,,
1415,1626390,right,inter,2,,6.0
1416,2306326,right,inter,3,,
1417,1306906,right,inter,head,,
1418,1397020,right,,head,,
1419,1265951,left,inter,head,171.0,
1420,151847,left,sensory,head,1.0,
1421,1028395,right,muscle,3,,
1422,110892,left,inter,1,,1.0
1423,192812,right,sensory,head,88.0,15.0
1424,1446191,right,inter,2,,1.0
1425,1487151,right,,3,,
1426,1405233,left,muscle,head,,
1427,1601839,left,muscle,2,,
1428,1331507,right,sensory,head,32.0,
1429,1028407,right,muscle,3,,
1430,1569080,left,muscle,3,,
1431,143674,left,ciliated,head,,
1432,241978,right,sensory,head,5.0,
1433,1569091,left,muscle,3,,
1434,1659211,,,,,
1435,1544524,left,sensory,head,31.0,
1436,1405261,left,muscle,0,,
1437,1569102,left,muscle,3,,
1438,201048,right,,head,,
1439,1364315,right,motor,1,161.0,
1440,1487196,left,inter,2,,
1441,1339741,left,muscle,1,,
1442,1569125,left,muscle,3,,
1443,1339753,left,muscle,1,,
1444,1741164,,,,,
1445,1683821,left,inter,3,,1.0
1446,1069423,left,sensory,head,13.0,
1447,1397111,right,sensory,head,,
1448,1282428,left,sensory,head,32.0,
1449,1315203,right,sensory,head,29.0,
1450,962948,right,inter,2,,7.0
1451,1405317,left,,head,,
1452,1323402,left,sensory,head,,
1453,160141,right,sensory,head,88.0,15.0
1454,520593,left,muscle,1,,
1455,1356178,left,inter,2,,4.0
1456,1429907,,,,,
1457,1470866,,,,,
1458,1839508,right,inter,2,,1.0
1459,1405336,left,muscle,0,,
1460,1298844,left,sensory,head,25.0,
1461,594344,right,muscle,2,,
1462,1298856,left,inter,head,,
1463,1593769,,,,,
1464,1855915,left,inter,head,,12.0
1465,1683885,right,inter,2,,3.0
1466,1380795,right,muscle,3,,
1467,1855933,left,inter,head,,12.0
1468,1315271,right,sensory,head,29.0,
1469,1847754,left,sensory,2,95.0,
1470,1405391,,,,,
1471,1298898,left,inter,head,116.0,
1472,2027988,,,,,
1473,1626582,left,muscle,1,,
1474,1405399,right,inter,1,,2.0
1475,414173,,,,,
1476,1356253,left,inter,head,,
1477,1364445,left,inter,1,79.0,7.0
1478,1380835,right,muscle,3,,
1479,1274342,,,,,
1480,1929705,,,,,
1481,1380843,right,muscle,1,,
1482,45548,left,inter,head,23.0,
1483,1282544,,,,,
1484,1446384,left,,3,,
1485,1487347,,,,,
1486,430600,left,sensory,head,,
1487,1446409,,,,,
1488,1847818,left,sensory,2,95.0,
1489,1421839,left,motor,3,62.0,
1490,184848,right,ciliated,head,,
1491,1323536,left,sensory,head,,
1492,1692181,,,,,
1493,1282582,right,inter,head,,
1494,193047,right,sensory,head,88.0,15.0
1495,1552918,right,,2,,
1496,954910,right,motor,3,68.0,
1497,537119,left,inter,head,,
1498,537125,left,sensory,head,130.0,
1499,1364517,left,sensory,pygidium,80.0,9.0
1500,1380903,left,inter,3,,
1501,1397285,right,inter,3,,3.0
1502,1675823,right,sensory,1,,
1503,520755,left,muscle,1,,
1504,1421893,left,inter,2,,3.0
1505,1274440,left,inter,3,,1.0
1506,1725002,left,inter,1,,4.0
1507,1397326,right,inter,3,,3.0
1508,1839707,,,,,
1509,1307230,right,sensory,1,94.0,
1510,1331806,left,inter,head,,
1511,184928,right,ciliated,head,,
1512,1397346,left,inter,3,,2.0
1513,1323621,right,motor,3,107.0,
1514,1348199,left,inter,head,,
1515,1397352,left,inter,2,,
1516,1741418,left,motor,1,64.0,
1517,1913451,right,,2,,
1518,1741422,left,motor,1,64.0,
1519,1307247,right,sensory,1,94.0,
1520,1299058,right,inter,head,,
1521,1446515,right,inter,3,,
1522,1274485,left,inter,3,,
1523,1675901,left,inter,1,,4.0
1524,111231,right,inter,head,,12.0
1525,1626756,left,muscle,1,,
1526,1979013,,,,,
1527,2003588,,,,,
1528,1438343,right,,3,146.0,3.0
1529,119436,right,inter,head,53.0,12.0
1530,1028750,left,muscle,2,,
1531,1274514,,,,,
1532,1323673,,,,,
1533,1397402,,,,,
1534,1700509,,,,,
1535,1913503,,,,,
1536,1454752,left,muscle,2,,
1537,1446561,left,inter,2,,3.0
1538,21156,,,,,
1539,1323687,right,,3,,
1540,1831596,left,motor,2,64.0,
1541,1413805,right,inter,2,,3.0
1542,955074,right,motor,2,61.0,
1543,1823435,,,,,
1544,37580,right,inter,head,2.0,
1545,1381077,right,muscle,2,,
1546,1381082,,,,,
1547,1413851,,,,,
1548,1823451,right,epithelia,3,,
1549,488162,left,sensory,head,114.0,
1550,1585890,right,muscle,1,,
1551,1741539,right,inter,2,,
1552,660198,,,,,
1553,1274603,right,inter,pygidium,146.0,3.0
1554,1372913,left,motor,2,107.0,
1555,1725169,right,inter,2,,7.0
1556,1340149,,,,,
1557,1381112,right,muscle,2,,
1558,979707,left,muscle,1,,
1559,1323773,left,inter,2,,2.0
1560,1454846,left,inter,head,,
1561,119551,,,,,
1562,1831679,left,motor,2,66.0,
1563,463617,left,sensory,head,148.0,
1564,1381127,left,sensory,3,71.0,
1565,1356560,left,inter,head,,
1566,1397520,,,,,
1567,1692432,,,,,
1568,1913626,,,,,
1569,1323803,,,,,
1570,1536795,,,,,
1571,1405726,left,inter,2,,7.0
1572,1856288,left,inter,1,,1.0
1573,1364769,right,sensory,head,97.0,
1574,1135395,right,motor,3,128.0,
1575,1626922,left,muscle,1,,
1576,1815347,,,,,
1577,1323828,left,inter,3,,
1578,1389371,left,inter,3,,1.0
1579,1299267,left,sensory,head,17.0,
1580,1307459,right,,2,,
1581,1667913,right,,2,64.0,
1582,54090,right,inter,head,57.0,
1583,1274699,,,,,
1584,1454932,right,inter,2,,7.0
1585,2339675,,,,,
1586,1831781,,,,,
1587,1307494,,,,,
1588,1323882,right,inter,3,,3.0
1589,1438573,,,,,
1590,1528697,right,motor,3,,
1591,1569660,right,inter,1,149.0,7.0
1592,1586046,,,,,
1593,1307524,right,motor,2,67.0,
1594,144261,left,motor,pygidium,82.0,
1595,1348484,right,motor,2,65.0,
1596,1397639,right,inter,3,,3.0
1597,1373064,left,inter,head,,
1598,1381260,,,,,
1599,1405840,right,inter,2,,6.0
1600,1954706,,,,,
1601,1282965,right,sensory,head,100.0,15.0
1602,1430426,right,inter,head,124.0,12.0
1603,2012071,,,,,
1604,1282984,right,,head,,
1605,1389486,,,,,
1606,1274799,right,motor,1,142.0,
1607,1282992,left,,head,,
1608,1643440,left,,1,,
1609,1282998,left,,head,,
1610,1848249,left,motor,2,,
1611,1471420,left,sensory,head,,10.0
1612,1274820,left,inter,2,,7.0
1613,1594313,right,sensory,pygidium,93.0,9.0
1614,1635279,left,inter,head,,12.0
1615,1414103,,,,,
1616,250842,right,sensory,head,39.0,
1617,1430491,left,inter,3,,2.0
1618,1438682,left,inter,2,,7.0
1619,1323997,,,,,
1620,1471450,left,inter,head,,
1621,1422303,left,inter,3,,5.0
1622,1348581,left,muscle,2,,
1623,1029097,left,muscle,2,,
1624,955370,right,inter,2,,3.0
1625,1283053,right,sensory,head,96.0,
1626,1340398,right,inter,1,,1.0
1627,660463,left,sensory,head,,
1628,1397746,left,muscle,2,,
1629,1356793,left,muscle,2,,
1630,1700859,left,sensory,3,91.0,
1631,939008,left,muscle,3,,
1632,1397762,left,muscle,2,,
1633,758789,left,sensory,head,,
1634,1348615,right,,1,,
1635,1307663,right,inter,head,140.0,13.0
1636,1586199,right,muscle,1,,
1637,1332248,right,inter,head,,
1638,1971227,right,motor,2,,
1639,1733661,,,,,
1640,1258527,left,inter,head,,
1641,1520675,left,inter,2,,1.0
1642,1332260,right,inter,head,120.0,
1643,1659941,left,,2,,
1644,1963046,,,,,
1645,1373224,right,,3,,
1646,1348649,left,sensory,1,80.0,
1647,1725480,right,inter,2,,7.0
1648,1840169,right,inter,3,,
1649,308269,right,sensory,head,129.0,
1650,1348661,left,sensory,1,91.0,
1651,1397815,left,muscle,1,,
1652,1971259,left,motor,3,107.0,
1653,1414213,left,motor,3,69.0,
1654,1455178,left,inter,1,,2.0
1655,1324107,right,inter,3,,7.0
1656,1700942,left,sensory,3,91.0,
1657,357455,right,inter,head,,
1658,1455183,,,,,
1659,1340501,right,inter,2,79.0,7.0
1660,758871,right,inter,2,,2.0
1661,1332314,right,inter,head,120.0,
1662,1373277,,,,,
1663,390240,right,sensory,0,167.0,
1664,1307745,left,inter,head,,12.0
1665,1946723,,,,,
1666,1578084,right,inter,head,,
1667,1307754,,,,,
1668,1397866,,,,,
1669,1594476,,,,,
1670,1356912,right,muscle,head,,
1671,2028656,left,,2,,
1672,1340536,,,,,
1673,1602680,right,inter,1,,3.0
1674,1545339,right,muscle,2,,
1675,1381501,left,inter,2,,2.0
1676,1447037,left,motor,3,156.0,
1677,1397887,left,inter,1,,2.0
1678,1586304,right,muscle,1,,
1679,1275010,left,muscle,3,,
1680,1299586,right,inter,head,118.0,
1681,1717380,left,inter,1,,
1682,1545349,left,inter,3,73.0,7.0
1683,1651849,right,,1,,
1684,668812,left,sensory,pygidium,170.0,9.0
1685,1332367,right,sensory,head,32.0,
1686,1455247,left,,2,,
1687,1275026,left,sensory,pygidium,101.0,9.0
1688,13459,left,sensory,head,1.0,
1689,2233503,,,,,
1690,1348770,right,sensory,1,80.0,
1691,1332389,right,inter,head,120.0,
1692,365738,,,,,
1693,1356971,right,inter,head,,13.0
1694,1275053,left,sensory,pygidium,101.0,9.0
1695,2028720,left,motor,2,128.0,
1696,185521,right,inter,1,,2.0
1697,1815732,right,motor,2,,
