,left,right
510,inter,inter
511,sensory,sensory
512,inter,motor
513,inter,muscle
514,sensory,muscle
515,inter,inter
516,sensory,inter
517,sensory,muscle
518,sensory,inter
519,muscle,muscle
520,ciliated,inter
521,muscle,motor
522,inter,inter
523,inter,inter
524,sensory,inter
525,sensory,muscle
526,motor,sensory
527,sensory,inter
528,inter,sensory
529,ciliated,muscle
530,inter,sensory
531,inter,motor
532,motor,sensory
533,sensory,sensory
534,motor,inter
535,muscle,sensory
536,sensory,inter
537,inter,muscle
538,sensory,inter
539,inter,muscle
540,muscle,sensory
541,muscle,inter
542,muscle,muscle
543,ciliated,muscle
544,muscle,ciliated
545,sensory,inter
546,muscle,sensory
547,muscle,motor
548,inter,inter
549,muscle,sensory
550,muscle,inter
551,muscle,sensory
552,inter,ciliated
553,sensory,motor
554,sensory,sensory
555,sensory,inter
556,muscle,inter
557,inter,inter
558,muscle,inter
559,sensory,inter
560,inter,motor
561,inter,inter
562,inter,muscle
563,sensory,epithelia
564,inter,muscle
565,muscle,inter
566,inter,inter
567,inter,inter
568,inter,muscle
569,sensory,sensory
570,sensory,motor
571,motor,inter
572,sensory,inter
573,inter,inter
574,sensory,motor
575,sensory,inter
576,inter,motor
577,muscle,motor
578,inter,inter
579,inter,inter
580,inter,sensory
581,inter,inter
582,inter,motor
583,inter,sensory
584,inter,sensory
585,motor,inter
586,motor,sensory
587,inter,inter
588,inter,inter
589,muscle,muscle
590,muscle,inter
591,muscle,motor
592,inter,inter
593,motor,inter
594,sensory,inter
595,motor,sensory
596,muscle,inter
597,inter,inter
598,inter,inter
599,motor,inter
600,sensory,inter
601,sensory,sensory
602,inter,inter
603,inter,muscle
604,inter,inter
605,muscle,muscle
606,inter,muscle
607,inter,inter
608,sensory,sensory
609,motor,sensory
610,inter,inter
611,motor,inter
612,sensory,inter
613,inter,motor
614,inter,sensory
615,inter,sensory
616,inter,sensory
617,inter,inter
618,inter,inter
619,muscle,sensory
620,muscle,ciliated
621,sensory,inter
622,muscle,inter
623,muscle,inter
624,sensory,ciliated
625,muscle,muscle
626,muscle,inter
627,sensory,sensory
628,inter,inter
629,inter,sensory
630,sensory,motor
631,sensory,sensory
632,muscle,inter
633,motor,muscle
634,motor,inter
635,inter,inter
636,sensory,ciliated
637,inter,inter
638,inter,sensory
639,motor,inter
640,inter,muscle
641,muscle,sensory
642,inter,sensory
643,inter,sensory
644,sensory,sensory
645,sensory,inter
646,sensory,sensory
647,sensory,sensory
648,motor,sensory
649,muscle,inter
650,inter,motor
651,inter,inter
652,muscle,muscle
653,inter,inter
654,muscle,inter
655,sensory,sensory
656,inter,motor
657,inter,inter
658,muscle,sensory
659,sensory,sensory
660,sensory,sensory
661,motor,muscle
662,inter,inter
663,inter,inter
664,inter,motor
665,inter,inter
666,muscle,inter
667,inter,muscle
668,inter,inter
669,inter,motor
670,inter,motor
671,inter,inter
672,inter,inter
673,inter,inter
674,sensory,motor
675,muscle,epithelia
676,inter,inter
677,sensory,inter
678,motor,inter
679,sensory,inter
680,inter,inter
681,muscle,inter
682,sensory,inter
683,sensory,motor
684,sensory,inter
685,inter,sensory
686,sensory,inter
687,motor,sensory
688,sensory,inter
689,inter,ciliated
690,muscle,muscle
691,muscle,inter
692,sensory,inter
693,muscle,sensory
694,muscle,inter
695,motor,sensory
696,inter,sensory
697,muscle,sensory
698,sensory,sensory
699,muscle,inter
700,muscle,inter
701,muscle,inter
702,muscle,muscle
703,inter,sensory
704,sensory,inter
705,sensory,muscle
706,motor,muscle
707,inter,inter
708,inter,sensory
709,inter,muscle
710,inter,muscle
711,inter,inter
712,inter,inter
713,inter,motor
714,inter,sensory
715,inter,sensory
716,muscle,sensory
717,inter,sensory
718,inter,sensory
719,sensory,inter
720,inter,sensory
721,inter,inter
722,inter,muscle
723,sensory,muscle
724,sensory,inter
725,sensory,motor
726,inter,inter
727,sensory,sensory
728,sensory,inter
729,inter,inter
730,inter,inter
731,sensory,sensory
732,inter,sensory
733,motor,motor
734,motor,motor
735,muscle,muscle
736,inter,inter
737,inter,muscle
738,muscle,inter
739,inter,muscle
740,sensory,motor
741,inter,inter
742,muscle,sensory
743,sensory,sensory
744,muscle,sensory
745,sensory,motor
746,inter,inter
747,inter,inter
748,motor,sensory
749,inter,inter
750,sensory,inter
751,muscle,motor
752,sensory,inter
753,motor,muscle
754,ciliated,inter
755,muscle,inter
756,muscle,inter
757,inter,sensory
758,sensory,sensory
759,sensory,sensory
760,ciliated,inter
761,inter,sensory
762,inter,sensory
763,inter,sensory
764,inter,motor
765,muscle,sensory
766,sensory,sensory
767,inter,muscle
768,motor,sensory
769,motor,inter
770,inter,inter
771,sensory,muscle
772,inter,inter
773,inter,sensory
774,muscle,inter
775,inter,inter
776,inter,inter
777,inter,sensory
778,inter,motor
779,sensory,inter
780,inter,inter
781,inter,sensory
782,sensory,sensory
783,motor,inter
784,motor,inter
785,sensory,motor
786,sensory,motor
787,inter,motor
788,sensory,inter
789,inter,inter
790,sensory,motor
791,sensory,inter
792,inter,muscle
793,inter,motor
794,inter,motor
795,inter,sensory
796,muscle,muscle
797,inter,epithelia
798,inter,muscle
799,inter,motor
800,inter,inter
801,inter,muscle
802,sensory,sensory
803,muscle,inter
804,muscle,inter
805,sensory,sensory
806,muscle,inter
807,inter,ciliated
808,sensory,sensory
809,sensory,inter
810,motor,inter
811,motor,motor
812,inter,motor
813,inter,sensory
814,inter,inter
815,inter,inter
816,motor,inter
817,inter,inter
818,inter,inter
819,ciliated,muscle
820,sensory,inter
821,inter,inter
822,sensory,inter
823,sensory,inter
824,motor,muscle
825,inter,sensory
826,inter,inter
827,epithelia,sensory
828,inter,sensory
829,inter,inter
830,motor,inter
831,motor,inter
832,epithelia,muscle
833,inter,inter
834,inter,inter
835,muscle,inter
836,inter,motor
837,muscle,epithelia
838,sensory,sensory
839,inter,sensory
840,inter,inter
841,epithelia,inter
842,inter,inter
843,inter,muscle
844,motor,muscle
845,motor,inter
846,motor,muscle
847,sensory,sensory
848,inter,sensory
849,sensory,sensory
850,sensory,sensory
851,inter,ciliated
852,motor,ciliated
853,muscle,sensory
854,sensory,inter
855,muscle,muscle
856,inter,sensory
857,inter,muscle
858,motor,muscle
859,muscle,sensory
860,inter,motor
861,inter,muscle
862,sensory,inter
863,sensory,sensory
864,inter,inter
865,inter,inter
866,muscle,inter
867,inter,inter
868,inter,ciliated
869,inter,sensory
870,inter,inter
871,motor,sensory
872,inter,inter
873,ciliated,inter
874,inter,sensory
875,motor,inter
876,sensory,inter
877,sensory,motor
878,sensory,inter
879,inter,muscle
880,sensory,inter
881,motor,muscle
882,inter,sensory
883,inter,inter
884,muscle,sensory
885,sensory,inter
886,inter,muscle
887,motor,inter
888,muscle,muscle
889,inter,ciliated
890,muscle,inter
891,sensory,ciliated
892,motor,motor
893,inter,muscle
894,inter,inter
895,motor,inter
896,sensory,inter
897,inter,inter
898,sensory,sensory
899,muscle,inter
900,inter,inter
901,muscle,inter
902,inter,muscle
903,sensory,muscle
904,muscle,sensory
905,sensory,muscle
906,muscle,sensory
907,inter,motor
908,muscle,inter
909,muscle,muscle
910,sensory,sensory
911,inter,sensory
912,sensory,ciliated
913,inter,sensory
914,muscle,ciliated
915,inter,inter
916,inter,muscle
917,motor,motor
918,sensory,muscle
919,muscle,motor
920,inter,
921,muscle,
922,inter,
923,inter,
924,inter,
925,inter,
926,inter,
927,muscle,
928,ciliated,
929,muscle,
930,ciliated,
931,inter,
932,inter,
933,muscle,
934,inter,
935,inter,
936,muscle,
937,inter,
938,muscle,
939,inter,
940,inter,
941,muscle,
942,sensory,
943,inter,
944,ciliated,
945,motor,
946,motor,
947,muscle,
948,inter,
949,muscle,
950,motor,
951,sensory,
952,sensory,
953,sensory,
954,inter,
955,inter,
956,inter,
957,muscle,
958,muscle,
959,muscle,
960,muscle,
961,sensory,
962,muscle,
963,muscle,
964,motor,
965,muscle,
966,sensory,
967,inter,
968,inter,
