norm,agreement,class_corr,type,match,rand,init,seed,class_sim,name
77.03246069028303,1.0,0.3423076923076923,sub,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.34"
77.03246069028303,1.0,0.3423076923076923,sub,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.34"
77.03246069028303,1.0,0.3423076923076923,sub,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.34"
77.05193054038295,1.0,0.3423076923076923,sub,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.34"
77.63375554486592,1.0,0.3423076923076923,sub,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.34"
77.05193054038295,1.0,0.3423076923076923,sub,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.34"
77.03246069028303,1.0,0.3423076923076923,sub,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.34"
77.54998388136518,1.0,0.3423076923076923,sub,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.34"
77.05193054038295,1.0,0.3423076923076923,sub,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.34"
77.0454411370329,1.0,0.3423076923076923,sub,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.34"
77.05193054038295,1.0,0.3423076923076923,sub,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.34"
77.05193054038295,1.0,0.3423076923076923,sub,True,,True,True,True,"match=True, rand=None, init=True, seed=True, class_sim=True, agreement: 1.00, class_corr: 0.34"
