,head,pygidium,1,2,3
0,2015233,1278185.0,1548290.0,1728563.0,1622033.0
1,1318919,1335777.0,1376350.0,1466424.0,1728550.0
2,2015241,1335790.0,827510.0,1065030.0,1417265.0
3,2007060,1335807.0,557195.0,1441872.0,1417276.0
4,1064990,1335832.0,942233.0,1646725.0,1507391.0
5,1318965,1335845.0,1663161.0,1646847.0,1278038.0
6,1278006,1409659.0,1376459.0,1483032.0,1392742.0
7,1294400,1278598.0,1679615.0,1392932.0,1392754.0
8,1318986,1409671.0,139543.0,1728847.0,909450.0
9,1294413,1278688.0,2015571.0,1409372.0,1671351.0
10,24659,1630952.0,557403.0,1368417.0,1425621.0
11,1130583,1278697.0,2007389.0,1647016.0,1392926.0
12,1024095,369396.0,1016172.0,1417675.0,1401122.0
13,1278051,1278774.0,1499594.0,1950241.0,1392970.0
14,1359987,1278903.0,1663434.0,1950245.0,1442134.0
15,385141,1434598.0,1589782.0,705116.0,1450345.0
16,1359995,1287162.0,844338.0,1057387.0,1393034.0
17,1302663,1344565.0,1450580.0,1491577.0,1393083.0
18,786570,1385530.0,1827444.0,1360565.0,1450492.0
19,1736843,1385536.0,1294986.0,2015926.0,1409561.0
20,1409181,1385542.0,1950393.0,1696456.0,1450610.0
21,1319070,1360967.0,1360579.0,1950485.0,1393309.0
22,57508,1344599.0,2015966.0,1450796.0,582306.0
23,344239,1361264.0,172769.0,1033010.0,1393334.0
24,1736887,1279508.0,1442572.0,1778482.0,992087.0
25,401601,1541658.0,942898.0,1295231.0,992096.0
26,1065166,1279518.0,1753932.0,1950602.0,992125.0
27,57553,1312289.0,557901.0,1377167.0,1328001.0
28,508114,1279525.0,1000272.0,1393552.0,992139.0
29,1335507,1279543.0,2294656.0,2007954.0,1631145.0
30,671957,1279563.0,1377191.0,1377175.0,1360843.0
31,1065178,1459796.0,943145.0,1647512.0,1278947.0
32,1155295,1279584.0,1295406.0,1565599.0,1278959.0
33,73954,1730175.0,1999932.0,1541032.0,1516536.0
34,1474793,1386177.0,1999956.0,1377198.0,992309.0
35,1409275,1460009.0,1082470.0,1336299.0,992318.0
36,409861,370978.0,1426565.0,1401852.0,1590351.0
37,24849,1452348.0,1647763.0,1360893.0,1623138.0
38,16668,1313126.0,1295517.0,1500207.0,1279078.0
39,532764,1387104.0,992438.0,1860656.0,1393787.0
40,1311006,445419.0,992446.0,1975364.0,1442970.0
41,1335597,1166446.0,1582275.0,992337.0,1623227.0
42,2007344,1281424.0,992455.0,992344.0,1590476.0
43,1360179,1347222.0,1377483.0,992355.0,1410274.0
44,1409346,2313882.0,1361146.0,992365.0,1623277.0
45,16719,1347263.0,1361174.0,1729648.0,1393903.0
46,1204562,1732300.0,1598752.0,992374.0,1828100.0
47,237911,1618091.0,1328477.0,992383.0,1279252.0
48,1335645,1274031.0,1328483.0,1541262.0,1393942.0
49,1212800,1274053.0,1951105.0,992401.0,1729830.0
50,1737105,1364517.0,804282.0,992419.0,1361208.0
51,1089948,1274603.0,1238488.0,992429.0,1361224.0
52,2294176,144261.0,1549787.0,1410290.0,1434961.0
53,1261995,1594313.0,1361460.0,2008327.0,1361239.0
54,25010,668812.0,1361481.0,2008355.0,1590675.0
55,1319384,1275026.0,1361489.0,689547.0,1574311.0
56,672228,1275053.0,1443411.0,1631633.0,1574360.0
57,2294251,1275135.0,1361497.0,2008469.0,1934818.0
58,1327607,1349034.0,2016881.0,280016.0,525800.0
59,762387,1275357.0,1656440.0,1230301.0,1574394.0
60,442961,1324518.0,607961.0,2008544.0,1361412.0
61,1417810,1275367.0,1312505.0,1525235.0,1353303.0
62,1294947,1324600.0,1779518.0,1959421.0,1279612.0
63,1278565,1349386.0,1312586.0,1525257.0,1312390.0
64,1155695,55057.0,1582964.0,2008588.0,1435271.0
65,1303153,1349434.0,1378190.0,493121.0,1386139.0
66,1327767,1275823.0,1312678.0,1631808.0,1590954.0
67,1286825,1570796.0,608173.0,2008640.0,1435324.0
68,1704627,1366275.0,1312731.0,1295953.0,1410776.0
69,541367,228289.0,1280027.0,2008663.0,1976063.0
70,1278649,1178663.0,1304654.0,1394281.0,1435418.0
71,1729214,1342725.0,1583195.0,1312363.0,1648444.0
72,983759,1408570.0,1665129.0,575119.0,1435458.0
73,180953,1678918.0,1509512.0,1607477.0,1419083.0
74,1319649,1392216.0,1763522.0,1345337.0,1427287.0
75,1319657,1392222.0,608460.0,1394518.0,1386336.0
76,74477,1277759.0,518390.0,575319.0,1460113.0
77,770802,1368025.0,1829164.0,1468265.0,1173400.0
78,1311483,1597423.0,1280329.0,1402736.0,1435591.0
79,1123072,,1419639.0,1312647.0,1583047.0
80,1303297,,1403261.0,1460107.0,1443798.0
81,1319704,,1304990.0,1525669.0,1411126.0
82,115486,,1493426.0,1845175.0,1697854.0
83,246584,,1739198.0,1755080.0,1411136.0
84,1311558,,518599.0,2000850.0,1370203.0
85,893804,,1018325.0,575448.0,1394876.0
86,1311597,,1378791.0,600071.0,1403093.0
87,41848,,1296919.0,1329166.0,1181940.0
88,557944,,1714711.0,1632286.0,936192.0
89,1704860,,1608290.0,1845305.0,1730843.0
90,295849,,1501795.0,1837125.0,1239327.0
91,328632,,1501807.0,1394792.0,1362300.0
92,1319881,,1739384.0,2001006.0,1395094.0
93,1311697,,1567361.0,1828978.0,1763759.0
94,656354,,1501871.0,1280134.0,1026501.0
95,1377274,,1731304.0,1468567.0,1337798.0
96,1721342,,1649437.0,1427617.0,1386950.0
97,2294784,,944941.0,1484968.0,1337804.0
98,1336321,,1690429.0,1411256.0,1731062.0
99,1156145,,1313602.0,1444039.0,1845855.0
100,476224,,592728.0,1394905.0,1731263.0
101,1074256,,1305461.0,1468636.0,1616645.0
102,1090653,,1649555.0,1730785.0,1436454.0
103,1303655,,1305492.0,1444070.0,478001.0
104,590953,,1846187.0,1566960.0,1420085.0
105,1688689,,1395664.0,1485047.0,1026962.0
106,1311897,,1387474.0,1566972.0,1387435.0
107,1639584,,1453008.0,1394963.0,1387465.0
108,189615,,1166300.0,1632536.0,1387530.0
109,320687,,568290.0,1567002.0,1420302.0
110,672986,,1395692.0,1648927.0,1166368.0
111,296186,,1395717.0,1673505.0,1436707.0
112,34044,,1395731.0,575787.0,1420342.0
113,361741,,1674291.0,1845563.0,1436736.0
114,1860886,,715837.0,1648958.0,1420356.0
115,1287449,,1297489.0,1304924.0,1625158.0
116,1328429,,1592405.0,1829214.0,1731718.0
117,1156418,,1297501.0,575853.0,1420440.0
118,58694,,1420415.0,1460631.0,1387674.0
119,984413,,1485984.0,1952161.0,1420457.0
120,1303909,,2010309.0,1051076.0,1576108.0
121,615803,,1486039.0,1731014.0,1420472.0
122,1336723,,1354979.0,1436108.0,1576129.0
123,181663,,2010340.0,1567189.0,1420496.0
124,1361317,,1600760.0,1354209.0,1420504.0
125,1312181,,1395980.0,1567204.0,1420510.0
126,1312187,,945427.0,2001380.0,1436895.0
127,738760,,1854746.0,1624567.0,1420530.0
128,550345,,1600836.0,1477119.0,1051922.0
129,1156554,,1305955.0,1845760.0,1437030.0
130,1312224,,1396068.0,1690116.0,707997.0
131,58877,,568702.0,2009602.0,1052127.0
132,837128,,568710.0,1460772.0,1576450.0
133,140828,,1559953.0,1968682.0,1797698.0
134,26163,,1609129.0,1567283.0,1846855.0
135,452157,,1404358.0,1460810.0,708202.0
136,673344,,1592784.0,1616482.0,1846918.0
137,1959492,,1412575.0,518764.0,1732257.0
138,1328714,,1404388.0,1616492.0,1486527.0
139,1377866,,1453547.0,1378941.0,1339080.0
140,452180,,1338917.0,1460921.0,1732295.0
141,58968,,1855014.0,764615.0,1339088.0
142,386671,,1592906.0,1477378.0,1732322.0
143,1123964,,1396335.0,1403656.0,1478389.0
144,1345150,,1592945.0,1329930.0,1486591.0
145,2016896,,1584762.0,1674019.0,519936.0
146,198277,,1830524.0,1567572.0,1421064.0
147,2016902,,1396374.0,1436506.0,1486628.0
148,108173,,1404567.0,1395556.0,1339180.0
149,1115832,,1593030.0,1584011.0,1486647.0
150,83642,,1584845.0,1436570.0,1027917.0
151,1402559,,1568469.0,1395614.0,1027923.0
152,1345237,,1928926.0,1837982.0,1396596.0
153,1328854,,1306349.0,1280930.0,1027959.0
154,493278,,1371922.0,1395647.0,1699713.0
155,796391,,1568536.0,1420237.0,1699767.0
156,247535,,1568544.0,1633251.0,577483.0
157,57341,,1380150.0,1633288.0,1462261.0
158,493317,,1363796.0,945180.0,1216549.0
159,1328909,,1568596.0,961644.0,1298484.0
160,1419056,,1568623.0,1764464.0,1396790.0
161,411531,,1585014.0,2010225.0,1388614.0
162,1419152,,987008.0,1469561.0,577621.0
163,542612,,1462145.0,1551483.0,1388649.0
164,1304469,,1437617.0,1395840.0,1314929.0
165,1337238,,954295.0,1485960.0,1691763.0
166,1271721,,593849.0,1461417.0,1388660.0
167,1337258,,1486784.0,1379511.0,1396899.0
168,206767,,1355728.0,1617129.0,1241266.0
169,1345461,,888787.0,1420539.0,1396918.0
170,1337294,,1486810.0,1953050.0,1364158.0
171,1320921,,1396714.0,1633569.0,1380543.0
172,1271778,,1339377.0,1486136.0,1700043.0
173,370662,,1298426.0,1600828.0,1315028.0
174,1320938,,1568781.0,1355081.0,1388788.0
175,436248,,1396762.0,1559897.0,1421566.0
176,1329204,,1568802.0,1314140.0,2306326.0
177,1271884,,1650725.0,1338735.0,1028395.0
178,1321044,,1421448.0,1731953.0,1028407.0
179,1329247,,1585339.0,1813880.0,1569080.0
180,1271920,,1347815.0,445828.0,1569091.0
181,813171,,1306859.0,1756581.0,1569102.0
182,174199,,422125.0,1486247.0,1569125.0
183,1271928,,1585394.0,1281473.0,1683821.0
184,1329299,,1364226.0,1412560.0,1380795.0
185,854174,,110892.0,1355223.0,1380835.0
186,1345703,,1364315.0,1625586.0,1421839.0
187,174256,,1339741.0,1732095.0,954910.0
188,485566,,1339753.0,1338884.0,1380903.0
189,796862,,520593.0,1486363.0,1397285.0
190,1304775,,1626582.0,519721.0,1274440.0
