,0
541,sensory
542,sensory
543,sensory
544,muscle
545,sensory
546,muscle
547,ciliated
548,sensory
549,inter
550,inter
551,inter
552,motor
553,muscle
554,epithelia
555,sensory
556,muscle
557,inter
558,inter
559,inter
560,inter
561,motor
562,inter
563,inter
564,inter
565,inter
566,motor
567,inter
568,inter
569,sensory
570,inter
571,inter
572,inter
573,inter
574,sensory
575,inter
576,inter
577,motor
578,muscle
579,inter
580,muscle
581,muscle
582,inter
583,inter
584,sensory
585,ciliated
586,inter
587,muscle
588,inter
589,inter
590,motor
591,muscle
592,motor
593,sensory
594,inter
595,muscle
596,inter
597,muscle
598,inter
599,muscle
600,inter
601,inter
602,inter
603,sensory
604,motor
605,inter
606,inter
607,inter
608,inter
609,muscle
610,muscle
611,inter
612,inter
613,muscle
614,ciliated
615,epithelia
616,motor
617,inter
618,inter
619,sensory
620,muscle
621,inter
622,muscle
623,inter
624,inter
625,sensory
626,sensory
627,sensory
628,inter
629,muscle
630,inter
631,motor
632,sensory
633,ciliated
634,motor
635,motor
636,inter
637,sensory
638,ciliated
639,ciliated
640,muscle
641,inter
642,muscle
643,sensory
644,muscle
645,sensory
646,sensory
647,sensory
648,inter
649,motor
650,inter
651,inter
652,motor
653,sensory
654,motor
655,sensory
656,sensory
657,inter
658,inter
659,inter
660,inter
661,motor
662,inter
663,muscle
664,inter
665,muscle
666,motor
667,sensory
668,sensory
669,muscle
670,muscle
671,inter
672,muscle
673,muscle
674,inter
675,muscle
676,muscle
677,inter
678,muscle
679,sensory
680,sensory
681,muscle
682,sensory
683,muscle
684,inter
685,sensory
686,epithelia
687,inter
688,inter
689,inter
690,muscle
691,inter
692,inter
693,inter
694,inter
695,inter
696,muscle
697,ciliated
698,inter
699,motor
700,sensory
701,inter
702,sensory
703,inter
704,inter
705,ciliated
706,ciliated
707,inter
708,muscle
709,motor
710,inter
711,inter
712,inter
713,inter
714,muscle
715,muscle
716,inter
717,inter
718,sensory
719,inter
720,sensory
721,inter
722,muscle
723,motor
724,sensory
725,sensory
726,sensory
727,inter
728,inter
729,inter
730,sensory
731,sensory
732,inter
733,inter
734,inter
735,inter
736,inter
737,muscle
738,sensory
739,inter
740,sensory
741,inter
742,muscle
743,sensory
744,inter
745,muscle
746,motor
747,muscle
748,sensory
749,inter
750,inter
751,inter
752,inter
753,inter
754,muscle
755,inter
756,muscle
757,inter
758,muscle
759,inter
760,muscle
761,motor
762,muscle
763,motor
764,inter
765,sensory
766,inter
767,muscle
768,motor
769,muscle
770,sensory
771,inter
772,sensory
773,inter
774,inter
775,muscle
776,inter
777,inter
778,inter
779,muscle
780,muscle
781,muscle
782,sensory
783,sensory
784,sensory
785,muscle
786,sensory
787,inter
788,muscle
789,motor
790,inter
791,ciliated
792,muscle
793,sensory
794,inter
795,muscle
796,inter
797,inter
798,inter
799,inter
800,ciliated
801,motor
802,muscle
803,motor
804,sensory
805,inter
806,sensory
807,inter
808,inter
809,inter
810,sensory
811,inter
812,muscle
813,muscle
814,muscle
815,ciliated
816,inter
817,inter
818,inter
819,muscle
820,sensory
821,muscle
822,sensory
823,muscle
824,muscle
825,muscle
826,inter
827,motor
828,ciliated
829,inter
830,inter
831,inter
832,inter
833,muscle
834,sensory
835,inter
836,sensory
837,inter
838,muscle
839,sensory
840,sensory
841,inter
842,sensory
843,sensory
844,motor
845,sensory
846,inter
847,motor
848,inter
849,inter
850,muscle
851,muscle
852,inter
853,motor
854,inter
855,muscle
856,inter
857,muscle
858,muscle
859,inter
860,muscle
861,inter
862,inter
863,muscle
864,motor
865,inter
866,sensory
867,muscle
868,sensory
869,inter
870,sensory
871,inter
872,muscle
873,inter
874,sensory
875,inter
876,ciliated
877,inter
878,inter
879,inter
880,inter
881,sensory
882,inter
883,motor
884,muscle
885,muscle
886,sensory
887,muscle
888,inter
889,sensory
890,ciliated
891,inter
892,muscle
893,inter
894,sensory
895,inter
896,inter
897,inter
898,muscle
899,muscle
900,muscle
901,inter
902,motor
903,inter
904,ciliated
905,ciliated
906,inter
907,motor
908,muscle
909,muscle
910,muscle
911,inter
912,inter
913,muscle
914,inter
915,inter
916,muscle
917,inter
918,inter
