,0
0,muscle
1,sensory
2,inter
3,sensory
4,sensory
5,sensory
6,sensory
7,sensory
8,sensory
9,sensory
10,inter
11,muscle
12,inter
13,muscle
14,inter
15,inter
16,muscle
17,inter
18,motor
19,inter
20,sensory
21,sensory
22,motor
23,inter
24,sensory
25,inter
26,muscle
27,muscle
28,inter
29,sensory
30,sensory
31,sensory
32,sensory
33,motor
34,inter
35,inter
36,muscle
37,inter
38,inter
39,inter
40,inter
41,inter
42,inter
43,inter
44,inter
45,sensory
46,ciliated
47,sensory
48,ciliated
49,ciliated
50,inter
51,inter
52,sensory
53,muscle
54,sensory
55,sensory
56,sensory
57,muscle
58,inter
59,sensory
60,muscle
61,inter
62,motor
63,inter
64,sensory
65,sensory
66,muscle
67,inter
68,muscle
69,inter
70,inter
71,muscle
72,inter
73,inter
74,inter
75,inter
76,sensory
77,muscle
78,muscle
79,motor
80,motor
81,motor
82,ciliated
83,motor
84,muscle
85,muscle
86,inter
87,inter
88,inter
89,muscle
90,inter
91,inter
92,sensory
93,sensory
94,inter
95,inter
96,inter
97,inter
98,inter
99,inter
100,muscle
101,inter
102,motor
103,sensory
104,inter
105,inter
106,sensory
107,inter
108,sensory
109,motor
110,inter
111,inter
112,muscle
113,inter
114,muscle
115,inter
116,motor
117,sensory
118,sensory
119,inter
120,inter
121,inter
122,sensory
123,inter
124,muscle
125,inter
126,sensory
127,epithelia
128,sensory
129,inter
130,muscle
131,sensory
132,muscle
133,ciliated
134,sensory
135,sensory
136,sensory
137,inter
138,sensory
139,inter
140,muscle
141,motor
142,sensory
143,sensory
144,inter
145,inter
146,muscle
147,inter
148,inter
149,inter
150,inter
151,motor
152,motor
153,inter
154,ciliated
155,sensory
156,muscle
157,inter
158,inter
159,sensory
160,inter
161,inter
162,ciliated
163,sensory
164,inter
165,inter
166,inter
167,inter
168,inter
169,inter
170,inter
171,inter
172,inter
173,inter
174,sensory
175,muscle
176,sensory
177,inter
178,muscle
179,inter
180,sensory
181,motor
182,sensory
183,sensory
184,muscle
185,epithelia
186,inter
187,motor
188,sensory
189,sensory
190,muscle
191,inter
192,sensory
193,inter
194,inter
195,inter
196,inter
197,muscle
198,inter
199,inter
200,motor
201,inter
202,inter
203,motor
204,motor
205,inter
206,sensory
207,inter
208,muscle
209,sensory
210,muscle
211,sensory
212,inter
213,muscle
214,motor
215,muscle
216,sensory
217,muscle
218,inter
219,inter
220,inter
221,inter
222,inter
223,inter
224,motor
225,inter
226,motor
227,inter
228,inter
229,inter
230,inter
231,inter
232,sensory
233,inter
234,sensory
235,sensory
236,muscle
237,inter
238,inter
239,inter
240,inter
241,inter
242,muscle
243,sensory
244,inter
245,sensory
246,muscle
247,inter
248,sensory
249,inter
250,inter
251,sensory
252,inter
253,inter
254,inter
255,muscle
256,motor
257,sensory
258,muscle
259,sensory
