skids,side,class,segment,type,group
1830479,r,N/A,2,N/A,N/A
593488,r,N/A,0,N/A,N/A
1298001,r,i,head,N/A,N/A
1650257,r,N/A,N/A,N/A,N/A
1748563,r,N/A,N/A,N/A,N/A
1461846,r,i,2,N/A,3
1617495,r,N/A,3,N/A,N/A
1732185,r,N/A,2,N/A,N/A
1322586,r,i,head,N/A,N/A
1830489,r,N/A,2,N/A,N/A
1945180,r,N/A,2,N/A,N/A
1977947,r,N/A,N/A,N/A,N/A
1396320,r,i,2,N/A,3
1273441,r,i,head,N/A,N/A
1576550,r,N/A,1,N/A,N/A
1330791,r,N/A,head,N/A,N/A
1273448,r,N/A,head,N/A,N/A
2068070,r,N/A,N/A,N/A,N/A
1601130,r,N/A,1,N/A,N/A
1453675,r,N/A,3,N/A,N/A
1633900,r,N/A,2,N/A,N/A
1650285,r,N/A,N/A,N/A,N/A
1273455,r,i,head,N/A,N/A
1396335,r,m,1,N/A,N/A
1347185,r,i,head,N/A,N/A
1592945,r,N/A,1,N/A,N/A
1330804,r,N/A,head,N/A,N/A
1273461,r,s,head,N/A,15
1584762,r,N/A,1,N/A,N/A
1666683,r,s,3,94,N/A
1977980,r,N/A,1,N/A,N/A
1347198,r,s,pygidium,N/A,9
1945218,r,N/A,2,N/A,N/A
1633923,r,N/A,2,N/A,N/A
192132,r,s,head,N/A,N/A
1429131,r,i,head,N/A,N/A
1568395,r,N/A,1,N/A,N/A
1298061,r,i,head,N/A,N/A
1330831,r,i,head,N/A,N/A
1339023,r,i,2,177,4
1347215,r,N/A,N/A,N/A,N/A
1617551,r,N/A,3,N/A,N/A
1765010,r,N/A,N/A,N/A,N/A
1330838,r,N/A,head,N/A,N/A
1347222,r,N/A,pygidium,N/A,N/A
1396374,r,i,1,N/A,3
1453718,r,N/A,2,N/A,N/A
1486489,r,N/A,N/A,N/A,N/A
1306268,r,s,head,13,N/A
1658527,r,N/A,2,N/A,N/A
421537,r,N/A,N/A,N/A,N/A
1732257,r,i,3,N/A,3
1355427,r,s,head,N/A,N/A
1748643,r,N/A,N/A,N/A,N/A
1158821,r,s,head,N/A,N/A
192170,r,s,head,N/A,15
1814188,r,N/A,N/A,N/A,N/A
1748654,r,N/A,N/A,N/A,N/A
1732273,r,i,3,N/A,5
1322680,r,s,head,N/A,15
1486522,r,N/A,2,N/A,N/A
1748668,r,N/A,N/A,N/A,N/A
1330878,r,i,head,N/A,N/A
1347263,r,s,pygidium,98,9
1322689,r,s,head,N/A,15
1683137,r,N/A,head,N/A,N/A
1797827,r,i,2,N/A,2
1765061,r,N/A,N/A,N/A,N/A
1593030,r,N/A,1,N/A,N/A
1371847,r,i,head,N/A,N/A
1732295,r,i,3,154,3
1322697,r,s,head,N/A,15
1732300,r,i,pygidium,145,1
1584845,r,N/A,1,N/A,N/A
1748690,r,N/A,N/A,N/A,N/A
1732307,r,N/A,2,N/A,N/A
1568469,r,N/A,1,N/A,N/A
192214,r,s,head,100,15
1765079,r,N/A,N/A,N/A,N/A
1617626,r,N/A,3,N/A,N/A
85723,r,i,1,N/A,N/A
1797850,r,N/A,1,N/A,1
1748702,r,N/A,N/A,N/A,N/A
1928926,r,m,1,N/A,N/A
1273570,r,s,head,N/A,15
1380067,r,i,2,N/A,5
1593058,r,N/A,0,N/A,N/A
1617635,r,N/A,3,N/A,N/A
1765090,r,N/A,N/A,N/A,N/A
331495,r,i,head,N/A,N/A
1765098,r,N/A,N/A,N/A,N/A
1748715,r,N/A,N/A,N/A,N/A
2010859,r,i,2,N/A,3
1306349,r,s,1,81,N/A
1617646,r,N/A,3,N/A,N/A
1273583,r,i,head,118,N/A
1650416,r,N/A,N/A,N/A,N/A
1683184,r,N/A,2,N/A,N/A
1830642,r,m,2,N/A,N/A
1765107,r,N/A,N/A,N/A,N/A
1634037,r,N/A,2,N/A,N/A
1568505,r,N/A,0,N/A,N/A
159489,r,s,head,N/A,N/A
192257,r,s,head,88,15
1748738,r,N/A,N/A,N/A,N/A
1617669,r,N/A,2,N/A,N/A
1421064,r,i,3,79,7
1568526,r,N/A,head,N/A,N/A
1371922,r,i,1,105,N/A
1355539,r,i,head,N/A,N/A
962326,r,i,1,N/A,N/A
1330967,r,i,head,N/A,N/A
1380118,r,N/A,2,N/A,N/A
1568536,r,N/A,1,N/A,N/A
1650463,r,N/A,N/A,N/A,N/A
1568544,r,N/A,1,N/A,N/A
2010915,r,i,2,176,6
1814308,r,N/A,N/A,N/A,N/A
1650470,r,N/A,N/A,N/A,N/A
888617,r,N/A,N/A,N/A,N/A
1568555,r,N/A,0,N/A,N/A
1658671,r,N/A,0,N/A,N/A
896817,r,i,head,N/A,N/A
1380150,r,i,1,N/A,4
2191158,r,i,1,N/A,N/A
1969977,r,N/A,2,N/A,N/A
1830716,r,N/A,3,N/A,N/A
1683261,r,N/A,1,N/A,N/A
1838911,r,N/A,2,N/A,N/A
2019137,r,i,head,N/A,13
1969986,r,N/A,2,N/A,N/A
192323,r,s,head,88,15
1445705,r,N/A,3,N/A,N/A
1838922,r,N/A,2,N/A,N/A
1969998,r,N/A,3,N/A,N/A
1486674,r,N/A,pygidium,N/A,N/A
1634133,r,N/A,1,N/A,N/A
1765205,r,N/A,N/A,N/A,N/A
1838933,r,N/A,2,N/A,N/A
1331032,r,i,head,21,N/A
1806170,r,N/A,0,N/A,N/A
1970012,r,N/A,3,N/A,N/A
257885,r,i,head,7,N/A
1601373,r,N/A,1,N/A,N/A
1765214,r,N/A,N/A,N/A,N/A
1945437,r,N/A,3,N/A,N/A
1838945,r,N/A,2,N/A,N/A
1974189,r,N/A,1,N/A,N/A
1453924,r,N/A,head,N/A,N/A
1970021,r,N/A,2,N/A,N/A
2010983,r,N/A,1,N/A,N/A
1412968,r,i,3,N/A,N/A
1855339,r,i,0,N/A,1
1838957,r,N/A,2,N/A,N/A
1814382,r,N/A,1,N/A,N/A
1568623,r,N/A,1,N/A,N/A
1920877,r,N/A,2,N/A,N/A
528241,r,i,2,N/A,N/A
1970030,r,N/A,3,N/A,N/A
1920885,r,m,2,N/A,N/A
1298294,r,s,3,95,N/A
1585014,r,N/A,1,N/A,N/A
1970039,r,N/A,3,N/A,N/A
1838969,r,N/A,2,N/A,N/A
1765242,r,N/A,N/A,N/A,N/A
1945470,r,N/A,2,N/A,N/A
987008,r,i,1,77,7
323457,r,N/A,head,N/A,N/A
1814401,r,N/A,N/A,N/A,N/A
1650563,r,N/A,N/A,N/A,N/A
1970048,r,N/A,3,N/A,N/A
847749,r,N/A,N/A,N/A,N/A
1838981,r,N/A,2,N/A,N/A
1765255,r,N/A,N/A,N/A,N/A
1970056,r,N/A,3,N/A,N/A
1159050,r,i,head,N/A,N/A
1814415,r,N/A,N/A,N/A,N/A
1347475,r,s,pygidium,98,9
1453971,r,N/A,3,N/A,N/A
1585043,r,N/A,1,N/A,N/A
1314710,r,N/A,head,N/A,N/A
1314715,r,i,head,N/A,N/A
1421212,r,i,2,N/A,5
1765277,r,N/A,N/A,N/A,N/A
1839005,r,N/A,2,N/A,N/A
1314721,r,i,head,N/A,N/A
1970082,r,N/A,3,N/A,N/A
1650596,r,N/A,N/A,N/A,N/A
1765284,r,N/A,N/A,N/A,N/A
380842,r,i,head,N/A,13
1970093,r,N/A,2,N/A,N/A
1314734,r,i,head,21,N/A
1748913,r,N/A,N/A,N/A,17
192436,r,s,head,100,15
1314742,r,i,head,N/A,N/A
954295,r,i,1,N/A,7
1347511,r,N/A,pygidium,N/A,N/A
593849,r,N/A,1,N/A,N/A
1617849,r,N/A,3,N/A,N/A
1757115,r,m,2,159,N/A
1748924,r,N/A,N/A,N/A,N/A
1839035,r,N/A,2,N/A,N/A
1945529,r,N/A,2,N/A,N/A
1380289,r,N/A,2,N/A,N/A
1798084,r,N/A,N/A,N/A,N/A
1748933,r,N/A,N/A,N/A,N/A
2011079,r,N/A,1,N/A,N/A
1839048,r,N/A,2,N/A,N/A
577483,r,i,3,105,N/A
1617867,r,N/A,3,N/A,N/A
1748942,r,N/A,N/A,N/A,N/A
2166738,r,N/A,3,N/A,N/A
888787,r,N/A,1,N/A,N/A
1945555,r,N/A,2,N/A,N/A
1757142,r,N/A,N/A,N/A,N/A
1413079,r,N/A,head,N/A,N/A
774105,r,i,head,55,12
1282011,r,N/A,head,N/A,N/A
1413084,r,N/A,head,N/A,N/A
1626075,r,N/A,pygidium,N/A,N/A
1748956,r,N/A,N/A,N/A,N/A
1413089,r,N/A,head,N/A,N/A
1716194,r,N/A,head,N/A,N/A
1576932,r,N/A,2,N/A,N/A
1413094,r,N/A,head,N/A,N/A
1748968,r,N/A,N/A,N/A,17
1413099,r,N/A,head,N/A,N/A
1331181,r,N/A,head,N/A,N/A
1798126,r,N/A,N/A,N/A,N/A
1593328,r,N/A,1,N/A,N/A
1519605,r,N/A,3,N/A,N/A
1331191,r,s,head,N/A,15
1748984,r,N/A,N/A,N/A,N/A
1413114,r,N/A,head,N/A,N/A
1650690,r,N/A,N/A,N/A,N/A
1568781,r,N/A,1,N/A,N/A
1732621,r,N/A,1,N/A,N/A
1970189,r,N/A,3,N/A,N/A
1363985,r,i,1,N/A,N/A
1413138,r,N/A,head,N/A,N/A
1626129,r,N/A,pygidium,N/A,N/A
1331220,r,s,head,N/A,15
1732628,r,N/A,1,N/A,N/A
1945618,r,N/A,2,N/A,N/A
1970203,r,N/A,3,N/A,N/A
1404958,r,N/A,3,N/A,N/A
2011168,r,N/A,3,N/A,N/A
1970210,r,N/A,3,N/A,N/A
1216549,r,m,3,69,N/A
1650725,r,i,1,N/A,1
290858,r,s,head,111,N/A
1732653,r,N/A,1,N/A,N/A
1404979,r,N/A,3,N/A,N/A
1732659,r,N/A,1,N/A,N/A
1339445,r,N/A,1,N/A,N/A
1560630,r,N/A,3,N/A,N/A
1970231,r,N/A,3,N/A,N/A
2166836,r,N/A,1,N/A,N/A
1404985,r,i,3,N/A,1
1077309,r,s,head,27,N/A
1339453,r,i,1,N/A,2
1970239,r,N/A,3,N/A,N/A
1470531,r,s,3,N/A,N/A
1970247,r,N/A,head,N/A,N/A
1306699,r,N/A,head,N/A,N/A
1339469,r,N/A,1,N/A,N/A
1626193,r,N/A,pygidium,N/A,N/A
1585234,r,N/A,3,N/A,N/A
192595,r,s,head,88,15
577621,r,N/A,3,N/A,N/A
1970261,r,N/A,N/A,N/A,N/A
1405016,r,N/A,pygidium,N/A,N/A
1413208,r,N/A,head,N/A,N/A
913498,r,N/A,0,N/A,N/A
1650778,r,N/A,N/A,N/A,N/A
1732697,r,i,0,73,7
1593437,r,N/A,pygidium,N/A,N/A
1970268,r,N/A,0,N/A,N/A
1757279,r,N/A,N/A,N/A,N/A
1970274,r,N/A,0,N/A,N/A
1331300,r,N/A,head,N/A,N/A
1331307,r,s,head,N/A,15
1405038,r,N/A,head,N/A,N/A
1765486,r,N/A,N/A,N/A,N/A
1585265,r,N/A,3,N/A,N/A
1757297,r,N/A,N/A,N/A,N/A
1970290,r,N/A,N/A,N/A,N/A
1405047,r,N/A,head,N/A,N/A
1331320,r,s,head,N/A,N/A
1765495,r,N/A,1,N/A,N/A
1757307,r,N/A,N/A,N/A,N/A
1970299,r,N/A,N/A,N/A,N/A
1282174,r,s,head,N/A,10
1765505,r,N/A,1,N/A,N/A
364674,r,i,head,174,N/A
1159301,r,s,head,N/A,N/A
1355911,r,s,head,N/A,N/A
1609864,r,s,2,71,N/A
1331339,r,N/A,head,N/A,N/A
1765518,r,N/A,1,N/A,N/A
1978512,r,N/A,2,N/A,N/A
1282194,r,N/A,N/A,N/A,N/A
1405076,r,N/A,head,N/A,N/A
1339541,r,N/A,head,N/A,N/A
1331351,r,N/A,head,N/A,N/A
192666,r,s,head,88,15
1585310,r,N/A,1,N/A,N/A
1396899,r,N/A,3,N/A,N/A
1405091,r,N/A,head,N/A,N/A
1487014,r,N/A,2,N/A,N/A
1274024,r,N/A,pygidium,N/A,N/A
1937576,r,N/A,2,N/A,N/A
1372330,r,s,head,N/A,8
1618091,r,i,pygidium,146,3
1405100,r,N/A,head,N/A,N/A
1274031,r,s,pygidium,80,9
1757361,r,N/A,N/A,N/A,N/A
1241266,r,m,3,64,N/A
1986737,r,N/A,N/A,N/A,N/A
708788,r,N/A,head,N/A,N/A
1396918,r,N/A,3,N/A,N/A
1593527,r,N/A,head,N/A,N/A
1626296,r,N/A,pygidium,N/A,N/A
1757369,r,N/A,N/A,N/A,N/A
1585339,r,N/A,1,N/A,N/A
1986749,r,N/A,0,N/A,N/A
1380543,r,i,3,N/A,1
1405120,r,N/A,head,N/A,N/A
1421503,r,i,3,N/A,4
1675457,r,N/A,head,N/A,N/A
1757379,r,N/A,N/A,N/A,N/A
1331396,r,N/A,head,N/A,N/A
1388740,r,N/A,3,N/A,N/A
1405125,r,N/A,head,N/A,N/A
2404552,r,N/A,N/A,N/A,N/A
1618121,r,N/A,3,N/A,N/A
1331402,r,N/A,head,N/A,N/A
1372363,r,i,3,N/A,1
1757388,r,N/A,N/A,N/A,N/A
1667277,r,N/A,1,N/A,N/A
1405134,r,N/A,head,N/A,N/A
1560783,r,i,2,155,3
1626318,r,N/A,pygidium,N/A,N/A
1396945,r,N/A,head,N/A,N/A
1454290,r,N/A,0,N/A,N/A
1675475,r,N/A,head,N/A,N/A
1315028,r,N/A,3,N/A,N/A
1757396,r,N/A,N/A,N/A,N/A
1470678,r,N/A,2,N/A,N/A
1986770,r,N/A,N/A,N/A,N/A
1396954,r,s,head,N/A,10
1405146,r,N/A,head,N/A,N/A
1757405,r,N/A,N/A,N/A,17
1937630,r,N/A,2,N/A,N/A
1618144,r,N/A,3,N/A,N/A
1331427,r,s,head,N/A,N/A
1634532,r,N/A,1,N/A,N/A
1405157,r,N/A,head,N/A,N/A
1757415,r,N/A,N/A,N/A,N/A
1331433,r,i,head,N/A,N/A
708843,r,N/A,head,N/A,N/A
1282284,r,N/A,head,N/A,N/A
1306859,r,i,1,N/A,4
1470702,r,N/A,2,N/A,N/A
1478895,r,N/A,2,N/A,N/A
1405168,r,s,head,N/A,N/A
1626350,r,N/A,pygidium,N/A,N/A
1396978,r,N/A,head,N/A,N/A
1585394,r,N/A,1,N/A,N/A
1388788,r,i,3,N/A,1
1634547,r,N/A,1,N/A,N/A
1757430,r,N/A,N/A,N/A,N/A
1937654,r,N/A,2,N/A,N/A
1757437,r,N/A,N/A,N/A,N/A
1396991,r,N/A,head,N/A,N/A
1405183,r,N/A,head,N/A,N/A
1151233,r,i,head,N/A,N/A
1167618,r,N/A,pygidium,N/A,N/A
1364226,r,m,1,162,N/A
1937667,r,N/A,2,N/A,N/A
1822981,r,N/A,1,N/A,N/A
1405190,r,i,head,N/A,N/A
1167623,r,s,pygidium,N/A,9
1396999,r,N/A,head,N/A,N/A
1675528,r,N/A,1,N/A,N/A
1650954,r,N/A,3,N/A,N/A
1806598,r,N/A,N/A,N/A,N/A
1028364,r,N/A,3,N/A,N/A
1757452,r,N/A,N/A,N/A,N/A
1397007,r,N/A,head,N/A,N/A
1405205,r,N/A,head,N/A,N/A
1626390,r,i,2,N/A,6
1650965,r,N/A,3,N/A,N/A
2306326,r,i,3,N/A,N/A
1306906,r,i,head,N/A,N/A
1339675,r,N/A,head,N/A,N/A
1397020,r,N/A,head,N/A,N/A
1659164,r,N/A,head,N/A,N/A
1667357,r,N/A,2,N/A,N/A
1028383,r,N/A,2,N/A,N/A
1675551,r,N/A,1,N/A,N/A
1028389,r,N/A,3,N/A,N/A
1397030,r,N/A,head,N/A,N/A
2183463,r,N/A,3,N/A,N/A
1970472,r,N/A,1,N/A,N/A
1028395,r,N/A,3,N/A,N/A
192812,r,s,head,88,15
2011436,r,N/A,1,N/A,N/A
848174,r,N/A,N/A,N/A,N/A
1446191,r,i,2,N/A,1
1397040,r,N/A,head,N/A,N/A
1028401,r,N/A,3,N/A,N/A
1339698,r,N/A,head,N/A,N/A
1331507,r,s,head,32,N/A
1347891,r,i,head,N/A,N/A
1487151,r,N/A,3,N/A,N/A
1650996,r,N/A,3,N/A,N/A
1028407,r,N/A,3,N/A,N/A
1970481,r,N/A,1,N/A,N/A
1397049,r,N/A,head,N/A,N/A
241978,r,s,head,5,N/A
1593658,r,m,1,N/A,N/A
1585474,r,N/A,1,N/A,N/A
1331523,r,s,head,N/A,15
1405251,r,i,head,N/A,N/A
1462598,r,N/A,head,N/A,N/A
1478983,r,N/A,2,N/A,N/A
1593671,r,N/A,0,N/A,N/A
1651017,r,N/A,3,N/A,N/A
1683787,r,N/A,1,N/A,N/A
1839436,r,N/A,2,N/A,N/A
1954123,r,N/A,1,N/A,N/A
1937742,r,N/A,2,N/A,N/A
1331536,r,s,head,N/A,15
1388881,r,N/A,head,N/A,N/A
1626448,r,N/A,pygidium,N/A,N/A
1839445,r,N/A,2,N/A,N/A
201048,r,N/A,head,N/A,N/A
1380697,r,N/A,2,N/A,N/A
1397081,r,N/A,head,N/A,N/A
1364315,r,m,1,161,N/A
1331548,r,N/A,head,N/A,N/A
1651033,r,N/A,3,N/A,N/A
1839453,r,N/A,2,N/A,N/A
1970521,r,N/A,3,N/A,N/A
1937760,r,N/A,2,N/A,N/A
1282402,r,N/A,head,N/A,N/A
1397091,r,N/A,head,N/A,N/A
1380710,r,N/A,2,N/A,N/A
1388902,r,N/A,head,N/A,N/A
1454438,r,N/A,N/A,N/A,N/A
1990575,r,N/A,2,N/A,N/A
962922,r,N/A,1,N/A,N/A
1331562,r,N/A,head,N/A,N/A
1397100,r,N/A,head,N/A,N/A
1626478,r,N/A,pygidium,N/A,N/A
1388913,r,N/A,head,N/A,N/A
1937777,r,N/A,2,N/A,N/A
1692020,r,N/A,2,N/A,N/A
1397111,r,s,head,N/A,N/A
1421687,r,N/A,3,N/A,N/A
1331577,r,N/A,head,N/A,N/A
1651066,r,N/A,3,N/A,N/A
2011511,r,N/A,1,N/A,N/A
1618304,r,i,1,N/A,5
1388929,r,N/A,head,N/A,N/A
1626498,r,N/A,pygidium,N/A,N/A
1315203,r,s,head,29,N/A
962948,r,i,2,N/A,7
1421700,r,N/A,3,N/A,N/A
1585542,r,N/A,1,N/A,N/A
1651078,r,N/A,3,N/A,N/A
1446281,r,N/A,head,N/A,N/A
2011524,r,N/A,1,N/A,N/A
1397131,r,N/A,head,N/A,N/A
160141,r,s,head,88,15
1626511,r,N/A,pygidium,N/A,N/A
1773967,r,N/A,head,N/A,N/A
2011536,r,N/A,1,N/A,N/A
1651090,r,N/A,3,N/A,N/A
1618323,r,N/A,1,N/A,N/A
1413524,r,N/A,3,N/A,N/A
1421716,r,N/A,3,N/A,N/A
1397142,r,N/A,head,N/A,N/A
1544598,r,i,3,N/A,N/A
1839508,r,i,2,N/A,1
1626524,r,N/A,pygidium,N/A,N/A
1651101,r,N/A,3,N/A,N/A
1307040,r,m,1,N/A,N/A
1397155,r,N/A,head,N/A,N/A
1421731,r,i,3,N/A,N/A
1683875,r,N/A,1,N/A,N/A
1454502,r,N/A,2,N/A,N/A
1651111,r,N/A,3,N/A,N/A
594344,r,N/A,2,N/A,N/A
848300,r,N/A,N/A,N/A,N/A
1397164,r,N/A,head,N/A,N/A
1683885,r,i,2,N/A,3
2011565,r,N/A,1,N/A,N/A
1372593,r,i,head,N/A,N/A
1372597,r,s,head,N/A,N/A
1651127,r,N/A,3,N/A,N/A
1372601,r,i,head,N/A,N/A
1626554,r,N/A,pygidium,N/A,N/A
1380795,r,N/A,3,N/A,N/A
1421758,r,N/A,3,N/A,N/A
1372609,r,N/A,head,N/A,N/A
1733058,r,s,3,95,N/A
1405379,r,i,1,N/A,3
1577411,r,i,2,N/A,N/A
1380806,r,N/A,3,N/A,N/A
1315271,r,s,head,29,N/A
1651142,r,N/A,3,N/A,N/A
1757638,r,N/A,N/A,N/A,N/A
1454540,r,N/A,1,N/A,N/A
1380817,r,N/A,2,N/A,N/A
1470929,r,N/A,head,N/A,N/A
1757651,r,N/A,N/A,N/A,N/A
1372628,r,s,head,N/A,N/A
1970646,r,N/A,1,N/A,N/A
1405399,r,i,1,N/A,2
1397208,r,N/A,head,N/A,N/A
1985712,r,N/A,1,N/A,N/A
1700314,r,N/A,2,N/A,N/A
1282523,r,N/A,head,N/A,N/A
1651167,r,N/A,3,N/A,N/A
1397217,r,N/A,head,N/A,N/A
1380835,r,N/A,3,N/A,N/A
1757672,r,N/A,N/A,N/A,N/A
1626602,r,N/A,3,N/A,N/A
1380843,r,N/A,1,N/A,N/A
1479150,r,N/A,2,N/A,N/A
1626606,r,N/A,3,N/A,N/A
1651184,r,N/A,3,N/A,N/A
1348081,r,s,head,N/A,N/A
1757681,r,N/A,N/A,N/A,N/A
1970674,r,N/A,1,N/A,N/A
1995250,r,N/A,1,N/A,N/A
1757689,r,N/A,N/A,N/A,N/A
1593852,r,i,1,N/A,N/A
1626621,r,N/A,3,N/A,N/A
1651197,r,N/A,3,N/A,N/A
1757698,r,N/A,N/A,N/A,N/A
1675779,r,N/A,2,N/A,N/A
1282565,r,N/A,head,N/A,N/A
1323526,r,N/A,head,N/A,N/A
1970694,r,N/A,1,N/A,N/A
1659404,r,N/A,0,N/A,N/A
184848,r,N/A,head,N/A,N/A
1626642,r,N/A,3,N/A,N/A
1380884,r,N/A,3,N/A,N/A
1757717,r,N/A,N/A,N/A,N/A
1282582,r,i,head,N/A,N/A
193047,r,s,head,88,15
1552918,r,N/A,2,N/A,N/A
2011670,r,i,1,N/A,N/A
954910,r,m,3,68,N/A
1683998,r,N/A,1,N/A,N/A
1757727,r,N/A,N/A,N/A,N/A
1970719,r,N/A,1,N/A,N/A
2028064,r,N/A,2,N/A,N/A
1454628,r,i,2,N/A,1
1397285,r,i,3,N/A,3
1593894,r,N/A,0,N/A,N/A
1757736,r,N/A,N/A,N/A,N/A
1806889,r,N/A,N/A,N/A,N/A
2028078,r,N/A,2,N/A,N/A
1675823,r,s,1,N/A,N/A
1626672,r,N/A,3,N/A,N/A
1757743,r,N/A,N/A,N/A,N/A
1716787,r,N/A,head,N/A,N/A
1987127,r,N/A,1,N/A,N/A
1757753,r,N/A,N/A,N/A,N/A
1749562,r,N/A,N/A,N/A,N/A
2028090,r,N/A,2,N/A,N/A
1184318,r,s,head,N/A,N/A
1684031,r,N/A,N/A,N/A,N/A
1471040,r,N/A,2,N/A,N/A
1847874,r,N/A,2,N/A,N/A
1331781,r,N/A,head,N/A,N/A
1405510,r,N/A,head,N/A,N/A
1471046,r,N/A,2,N/A,N/A
1839687,r,N/A,2,N/A,N/A
1937990,r,N/A,2,N/A,N/A
2028101,r,N/A,2,N/A,N/A
1749579,r,N/A,N/A,N/A,N/A
1626701,r,N/A,3,N/A,N/A
1397326,r,i,3,N/A,3
1954383,r,N/A,2,N/A,N/A
1602131,r,N/A,1,N/A,N/A
1823315,r,N/A,3,N/A,N/A
1405525,r,N/A,head,N/A,N/A
1471061,r,N/A,2,N/A,N/A
1684054,r,N/A,N/A,N/A,N/A
1749590,r,N/A,N/A,N/A,N/A
1757782,r,N/A,N/A,N/A,N/A
2028119,r,N/A,2,N/A,N/A
1307230,r,s,1,94,N/A
1651294,r,N/A,N/A,N/A,N/A
184928,r,N/A,head,N/A,N/A
1626721,r,N/A,3,N/A,N/A
1405538,r,N/A,head,N/A,N/A
1749599,r,N/A,N/A,N/A,N/A
1684068,r,N/A,N/A,N/A,N/A
1323621,r,m,3,107,N/A
1757790,r,N/A,N/A,N/A,N/A
1757799,r,N/A,N/A,N/A,N/A
1749608,r,N/A,N/A,N/A,17
1946208,r,N/A,3,N/A,N/A
1946217,r,N/A,3,N/A,N/A
897643,r,i,head,N/A,N/A
1913451,r,N/A,2,N/A,N/A
2003558,r,i,head,N/A,N/A
1307247,r,s,1,94,N/A
2011760,r,i,2,N/A,N/A
1299058,r,i,head,N/A,N/A
1446515,r,i,3,N/A,N/A
1626739,r,N/A,3,N/A,N/A
1757811,r,N/A,N/A,N/A,N/A
1749623,r,N/A,N/A,N/A,N/A
1757820,r,N/A,N/A,N/A,N/A
111231,r,i,head,N/A,12
1626751,r,N/A,3,N/A,N/A
1323650,r,N/A,3,N/A,N/A
1684098,r,N/A,N/A,N/A,N/A
1749634,r,N/A,N/A,N/A,N/A
1987205,r,N/A,1,N/A,N/A
1438343,r,N/A,3,146,3
1626760,r,N/A,1,N/A,N/A
1585802,r,N/A,1,N/A,N/A
119436,r,i,head,53,12
1749644,r,N/A,N/A,N/A,N/A
299662,r,s,head,N/A,N/A
1364622,r,N/A,3,N/A,N/A
1684115,r,N/A,N/A,N/A,N/A
1757844,r,N/A,N/A,N/A,N/A
1626773,r,N/A,3,N/A,N/A
1946260,r,N/A,3,N/A,N/A
1446552,r,s,3,N/A,N/A
1331865,r,N/A,head,N/A,N/A
1774232,r,N/A,head,N/A,N/A
1807000,r,N/A,N/A,N/A,N/A
1749660,r,N/A,N/A,N/A,N/A
1757855,r,N/A,N/A,N/A,N/A
1807009,r,N/A,0,N/A,N/A
1774242,r,N/A,head,N/A,N/A
1987234,r,N/A,1,N/A,N/A
1626788,r,N/A,pygidium,N/A,N/A
1323687,r,N/A,3,N/A,N/A
1807016,r,N/A,N/A,N/A,N/A
1749673,r,N/A,N/A,N/A,N/A
1757865,r,N/A,N/A,N/A,N/A
1823401,r,N/A,3,N/A,N/A
1372844,r,i,head,N/A,N/A
1413805,r,i,2,N/A,3
1757873,r,N/A,N/A,N/A,N/A
1749684,r,N/A,N/A,N/A,N/A
1487544,r,N/A,2,N/A,N/A
1757881,r,N/A,N/A,N/A,N/A
1749693,r,N/A,N/A,N/A,N/A
1979072,r,N/A,1,N/A,N/A
955074,r,m,2,61,N/A
1757892,r,N/A,N/A,N/A,N/A
1635013,r,N/A,3,N/A,N/A
1749703,r,N/A,N/A,N/A,N/A
1987274,r,N/A,1,N/A,N/A
37580,r,i,head,2,N/A
1340115,r,N/A,3,N/A,N/A
1381077,r,N/A,2,N/A,N/A
1987285,r,N/A,1,N/A,N/A
1749719,r,N/A,N/A,N/A,N/A
1430233,r,i,head,N/A,N/A
766682,r,i,head,N/A,N/A
1823451,r,N/A,3,N/A,N/A
1970909,r,N/A,1,N/A,N/A
1528542,r,N/A,1,N/A,N/A
1479391,r,N/A,2,N/A,N/A
1749728,r,N/A,N/A,N/A,N/A
1585890,r,N/A,1,N/A,N/A
1741539,r,i,2,N/A,N/A
1987298,r,N/A,1,N/A,N/A
1381098,r,N/A,2,N/A,N/A
209643,r,N/A,1,N/A,N/A
1274603,r,i,pygidium,146,3
1282797,r,N/A,head,N/A,N/A
1946349,r,N/A,3,N/A,N/A
1970923,r,N/A,1,N/A,N/A
1618672,r,N/A,pygidium,N/A,N/A
1725169,r,i,2,N/A,7
1987318,r,N/A,1,N/A,N/A
1970935,r,N/A,N/A,N/A,N/A
1381112,r,N/A,2,N/A,N/A
1528568,r,i,1,N/A,N/A
1946360,r,N/A,2,N/A,N/A
1282812,r,s,1,N/A,N/A
1676028,r,N/A,N/A,N/A,N/A
1594110,r,N/A,head,N/A,N/A
1987328,r,N/A,1,N/A,N/A
1381121,r,N/A,3,N/A,N/A
1676035,r,N/A,head,N/A,N/A
1856260,r,N/A,1,N/A,N/A
1651461,r,N/A,3,N/A,N/A
1463046,r,N/A,3,N/A,N/A
1626893,r,N/A,pygidium,N/A,N/A
1946386,r,N/A,2,N/A,N/A
1667860,r,N/A,pygidium,N/A,N/A
1651477,r,N/A,3,N/A,N/A
1626903,r,N/A,pygidium,N/A,N/A
1528603,r,N/A,head,N/A,N/A
1446685,r,i,3,N/A,1
1667872,r,N/A,pygidium,N/A,N/A
1364769,r,s,head,97,N/A
1544994,r,N/A,2,N/A,N/A
1135395,r,m,3,128,N/A
111399,r,i,head,N/A,12
1667880,r,N/A,pygidium,N/A,N/A
1282858,r,N/A,head,N/A,N/A
