,head,pygidium,1,2,3
216,i,,,i,
217,i,,,i,
218,s,,,m,
219,i,,,i,
220,m,,,i,
221,s,,,i,
222,i,,,s,
223,s,,,i,
224,i,,,m,
225,s,,,i,
226,s,,,i,
227,i,,,i,
228,i,,,i,
229,i,,,m,
230,i,,,m,
231,i,,,m,
232,m,,,m,
233,i,,,m,
234,s,,,i,
235,i,,,m,
236,i,,,s,
237,i,,,s,
238,i,,,i,
239,s,,,i,
240,i,,,i,
241,s,,,s,
242,s,,,i,
243,i,,,i,
244,s,,,i,
245,i,,,i,
246,i,,,i,
247,s,,,i,
248,s,,,i,
249,i,,,i,
250,s,,,i,
251,s,,,i,
252,i,,,i,
253,i,,,i,
254,s,,,i,
255,s,,,s,
256,i,,,m,
257,i,,,,
258,m,,,,
259,i,,,,
260,s,,,,
261,s,,,,
262,i,,,,
263,s,,,,
264,i,,,,
265,s,,,,
266,i,,,,
267,s,,,,
268,s,,,,
269,s,,,,
270,s,,,,
271,s,,,,
272,s,,,,
273,i,,,,
274,i,,,,
275,s,,,,
276,s,,,,
277,s,,,,
278,i,,,,
279,s,,,,
280,i,,,,
281,i,,,,
282,i,,,,
283,s,,,,
284,s,,,,
285,s,,,,
286,s,,,,
287,i,,,,
288,i,,,,
289,i,,,,
290,i,,,,
291,m,,,,
292,s,,,,
293,s,,,,
294,i,,,,
295,i,,,,
296,i,,,,
297,s,,,,
298,s,,,,
299,s,,,,
300,i,,,,
301,s,,,,
302,i,,,,
303,i,,,,
304,m,,,,
305,i,,,,
306,i,,,,
307,i,,,,
308,s,,,,
309,s,,,,
310,s,,,,
311,s,,,,
312,s,,,,
313,s,,,,
314,i,,,,
315,i,,,,
316,s,,,,
317,i,,,,
318,i,,,,
319,s,,,,
320,s,,,,
321,s,,,,
322,i,,,,
323,s,,,,
324,i,,,,
325,s,,,,
326,i,,,,
327,i,,,,
328,s,,,,
329,i,,,,
330,i,,,,
331,i,,,,
332,s,,,,
333,i,,,,
334,i,,,,
335,s,,,,
336,s,,,,
337,s,,,,
338,i,,,,
339,i,,,,
340,s,,,,
341,i,,,,
342,i,,,,
343,s,,,,
344,s,,,,
345,i,,,,
346,i,,,,
347,s,,,,
348,s,,,,
349,s,,,,
350,i,,,,
351,i,,,,
352,s,,,,
353,s,,,,
354,i,,,,
355,s,,,,
356,i,,,,
357,s,,,,
358,s,,,,
359,i,,,,
360,s,,,,
361,s,,,,
362,i,,,,
363,i,,,,
364,s,,,,
365,s,,,,
366,s,,,,
367,s,,,,
368,s,,,,
369,s,,,,
370,s,,,,
371,s,,,,
372,s,,,,
373,s,,,,
374,s,,,,
375,i,,,,
376,i,,,,
377,i,,,,
378,s,,,,
379,i,,,,
380,i,,,,
381,i,,,,
382,s,,,,
383,s,,,,
384,i,,,,
385,s,,,,
386,i,,,,
387,s,,,,
388,i,,,,
389,i,,,,
390,i,,,,
391,i,,,,
392,i,,,,
393,i,,,,
394,s,,,,
395,i,,,,
396,s,,,,
397,i,,,,
398,s,,,,
399,s,,,,
400,i,,,,
401,i,,,,
402,s,,,,
403,i,,,,
404,s,,,,
405,i,,,,
406,s,,,,
407,i,,,,
408,s,,,,
409,s,,,,
410,s,,,,
411,i,,,,
412,i,,,,
413,i,,,,
414,i,,,,
415,s,,,,
416,i,,,,
417,i,,,,
418,i,,,,
419,i,,,,
420,i,,,,
421,s,,,,
422,s,,,,
423,i,,,,
424,i,,,,
425,s,,,,
426,s,,,,
427,i,,,,
428,i,,,,
429,s,,,,
430,i,,,,
431,s,,,,
432,i,,,,
433,i,,,,
434,s,,,,
435,s,,,,
436,s,,,,
437,i,,,,
438,i,,,,
439,i,,,,
440,i,,,,
441,i,,,,
442,i,,,,
443,s,,,,
444,i,,,,
445,s,,,,
446,s,,,,
447,i,,,,
448,s,,,,
449,i,,,,
450,s,,,,
451,i,,,,
452,s,,,,
453,s,,,,
454,s,,,,
455,s,,,,
456,i,,,,
457,s,,,,
458,i,,,,
459,s,,,,
460,m,,,,
461,i,,,,
462,i,,,,
463,i,,,,
464,i,,,,
465,i,,,,
466,m,,,,
467,m,,,,
468,i,,,,
469,i,,,,
470,i,,,,
471,i,,,,
472,i,,,,
473,i,,,,
474,i,,,,
475,s,,,,
476,s,,,,
477,s,,,,
478,s,,,,
479,i,,,,
480,i,,,,
481,i,,,,
482,s,,,,
483,s,,,,
484,i,,,,
485,i,,,,
486,i,,,,
487,s,,,,
488,s,,,,
489,s,,,,
490,s,,,,
491,s,,,,
492,i,,,,
493,s,,,,
494,i,,,,
495,i,,,,
496,s,,,,
497,i,,,,
498,s,,,,
499,s,,,,
500,i,,,,
501,s,,,,
502,i,,,,
503,s,,,,
504,s,,,,
505,s,,,,
506,s,,,,
507,i,,,,
508,i,,,,
509,s,,,,
510,i,,,,
511,i,,,,
512,s,,,,
513,i,,,,
514,i,,,,
515,i,,,,
516,s,,,,
517,i,,,,
518,i,,,,
519,s,,,,
520,i,,,,
521,m,,,,
522,i,,,,
523,i,,,,
524,s,,,,
525,i,,,,
526,s,,,,
527,s,,,,
528,s,,,,
529,i,,,,
530,i,,,,
531,i,,,,
532,i,,,,
533,i,,,,
534,i,,,,
535,i,,,,
536,s,,,,
537,s,,,,
538,s,,,,
539,i,,,,
540,s,,,,
541,s,,,,
542,s,,,,
543,s,,,,
544,s,,,,
545,s,,,,
546,i,,,,
547,i,,,,
548,i,,,,
549,s,,,,
550,i,,,,
551,i,,,,
552,i,,,,
553,i,,,,
554,s,,,,
555,s,,,,
556,i,,,,
557,s,,,,
558,i,,,,
559,s,,,,
560,m,,,,
561,m,,,,
562,i,,,,
563,i,,,,
564,s,,,,
565,i,,,,
566,s,,,,
567,i,,,,
568,i,,,,
569,i,,,,
570,i,,,,
571,s,,,,
572,i,,,,
573,m,,,,
574,i,,,,
575,i,,,,
576,s,,,,
577,i,,,,
578,s,,,,
579,i,,,,
580,m,,,,
581,s,,,,
582,i,,,,
583,i,,,,
584,s,,,,
585,i,,,,
586,s,,,,
587,i,,,,
588,i,,,,
589,i,,,,
590,i,,,,
591,i,,,,
592,i,,,,
593,i,,,,
594,i,,,,
595,i,,,,
596,i,,,,
597,s,,,,
598,s,,,,
599,i,,,,
600,i,,,,
601,i,,,,
602,i,,,,
603,i,,,,
604,m,,,,
605,s,,,,
606,s,,,,
607,s,,,,
608,i,,,,
609,s,,,,
610,m,,,,
611,s,,,,
612,i,,,,
613,s,,,,
614,s,,,,
615,s,,,,
616,i,,,,
617,i,,,,
618,i,,,,
619,i,,,,
620,s,,,,
621,i,,,,
622,s,,,,
623,s,,,,
624,s,,,,
625,s,,,,
626,s,,,,
627,s,,,,
628,s,,,,
629,i,,,,
630,s,,,,
631,s,,,,
632,s,,,,
633,s,,,,
634,i,,,,
635,s,,,,
636,i,,,,
637,i,,,,
638,s,,,,
639,i,,,,
640,i,,,,
641,i,,,,
642,s,,,,
643,i,,,,
644,s,,,,
645,i,,,,
646,i,,,,
647,i,,,,
648,i,,,,
649,i,,,,
650,i,,,,
651,i,,,,
652,i,,,,
653,s,,,,
654,s,,,,
655,i,,,,
656,i,,,,
657,i,,,,
658,i,,,,
659,s,,,,
660,i,,,,
661,i,,,,
662,i,,,,
663,s,,,,
664,s,,,,
665,i,,,,
666,s,,,,
667,s,,,,
668,i,,,,
669,s,,,,
670,i,,,,
