skids,side,class,segment,type,group
1416388,r,N/A,2,N/A,N/A
40141,r,i,head,2,N/A
1129677,l,i,head,N/A,N/A
1285327,r,i,head,N/A,N/A
1293518,r,i,head,N/A,12
392410,r,i,head,N/A,N/A
1645789,l,i,1,N/A,2
1277150,l,N/A,1,N/A,N/A
1416416,r,N/A,1,N/A,N/A
1613030,N/A,N/A,N/A,N/A,N/A
1342703,N/A,N/A,N/A,N/A,N/A
1400051,N/A,N/A,N/A,N/A,N/A
1326324,r,s,head,N/A,8
1957108,r,i,2,N/A,2
1285367,r,s,head,113,N/A
1817849,l,N/A,3,N/A,N/A
1498370,l,i,head,N/A,13
1342725,r,s,pygidium,170,9
1735943,N/A,N/A,N/A,N/A,N/A
1334543,r,i,head,N/A,N/A
1285393,r,i,head,4,N/A
802066,l,i,1,N/A,3
1383699,l,i,3,N/A,3
1449234,l,i,head,N/A,N/A
1981717,N/A,N/A,N/A,N/A,N/A
261398,l,m,1,87,N/A
1957143,N/A,N/A,N/A,N/A,N/A
1441050,l,i,2,N/A,1
1457434,r,i,1,N/A,3
1416476,r,N/A,1,N/A,N/A
1670429,l,N/A,3,N/A,N/A
1277215,l,i,head,N/A,14
1744166,l,N/A,3,N/A,N/A
1383723,r,i,3,N/A,N/A
1441073,r,i,2,N/A,7
826675,l,m,head,86,N/A
1744183,l,N/A,3,N/A,N/A
1785146,l,s,head,31,N/A
1113404,l,s,head,13,N/A
1400126,r,i,3,N/A,6
1735998,N/A,N/A,N/A,N/A,N/A
1310016,l,s,head,N/A,N/A
1383745,l,N/A,3,N/A,N/A
73027,l,i,head,N/A,N/A
1678661,r,m,1,64,N/A
2301260,N/A,N/A,N/A,N/A,N/A
7501,l,s,head,1,N/A
113999,l,m,head,8,N/A
1416527,l,i,3,146,3
1432915,l,i,3,154,3
1645907,l,N/A,2,N/A,N/A
1367387,l,s,head,99,N/A
1383778,r,N/A,3,N/A,N/A
73059,l,i,head,2,N/A
81251,lc,s,head,43,N/A
1678692,l,m,1,N/A,N/A
359783,r,N/A,head,N/A,N/A
1645931,l,N/A,2,N/A,N/A
1957230,l,i,2,176,6
556399,l,N/A,1,N/A,N/A
1072496,r,s,head,26,N/A
23921,r,s,head,1,N/A
1473904,l,s,head,N/A,8
662902,N/A,N/A,N/A,N/A,N/A
1400183,N/A,N/A,N/A,N/A,N/A
1449339,r,i,head,N/A,12
335229,r,i,head,N/A,13
1449343,N/A,N/A,N/A,N/A,N/A
1793408,l,m,1,162,N/A
1965440,N/A,N/A,N/A,N/A,N/A
1359237,l,i,head,144,13
1375626,N/A,N/A,N/A,N/A,N/A
32142,l,i,head,2,N/A
1850777,l,m,1,161,N/A
1318311,l,s,head,N/A,N/A
1957288,r,i,head,N/A,12
957866,N/A,N/A,N/A,N/A,N/A
1457578,l,i,2,N/A,7
482732,l,s,head,29,N/A
1629613,l,N/A,2,N/A,N/A
2014638,N/A,N/A,N/A,N/A,N/A
1392050,r,N/A,3,N/A,N/A
1957305,N/A,N/A,N/A,N/A,N/A
1310144,l,i,1,N/A,N/A
1031618,r,N/A,2,N/A,N/A
1834435,N/A,N/A,N/A,N/A,N/A
1670599,l,N/A,2,N/A,N/A
2301384,N/A,N/A,N/A,N/A,N/A
1310154,N/A,N/A,N/A,N/A,N/A
1433034,r,i,3,N/A,N/A
1957322,N/A,N/A,N/A,N/A,N/A
1424853,l,i,3,N/A,2
441817,l,s,head,16,N/A
1703390,r,N/A,2,N/A,N/A
531949,r,s,head,14,N/A
1416695,l,N/A,head,N/A,N/A
744953,r,s,head,80,N/A
1342970,r,s,head,N/A,N/A
1211899,l,s,head,15,N/A
1342975,r,s,head,N/A,N/A
1957377,r,N/A,1,N/A,N/A
1392132,l,N/A,3,N/A,N/A
1113608,r,N/A,0,N/A,N/A
1302031,l,i,head,124,12
1342991,r,N/A,head,N/A,N/A
1318423,r,s,head,29,N/A
1302040,r,i,head,N/A,N/A
1392152,l,N/A,3,N/A,N/A
1605150,l,N/A,1,N/A,N/A
1703455,r,N/A,2,N/A,N/A
1932830,N/A,N/A,N/A,N/A,N/A
1777190,r,s,head,N/A,N/A
1392171,l,N/A,3,N/A,N/A
1703468,r,N/A,2,N/A,N/A
1621549,r,N/A,3,N/A,N/A
1383986,l,s,3,71,N/A
2014770,N/A,N/A,N/A,N/A,N/A
269876,r,s,head,50,N/A
1351221,l,i,1,N/A,N/A
1474100,r,m,3,N/A,N/A
1130041,l,s,head,49,N/A
1408570,r,N/A,pygidium,N/A,N/A
1465914,l,i,head,124,12
1400382,r,i,3,74,7
1285696,r,s,head,28,N/A
1343040,l,N/A,3,N/A,N/A
1302082,l,i,head,123,N/A
1416768,l,N/A,2,N/A,N/A
1678918,l,i,pygidium,72,1
1384013,l,m,3,165,N/A
48718,r,i,head,2,N/A
2014797,N/A,N/A,N/A,N/A,N/A
1343057,l,N/A,3,N/A,N/A
523862,l,s,head,30,N/A
1392216,l,N/A,pygidium,N/A,N/A
523868,l,i,head,N/A,N/A
1441373,r,i,2,N/A,1
1392222,l,N/A,pygidium,N/A,N/A
1318495,l,i,head,N/A,N/A
1850975,N/A,N/A,N/A,N/A,N/A
2014813,l,i,1,N/A,3
564835,N/A,N/A,N/A,N/A,N/A
843373,N/A,N/A,N/A,N/A,N/A
1293934,N/A,N/A,N/A,N/A,N/A
1441389,r,i,2,N/A,7
1351280,l,i,2,73,7
1490551,r,i,2,N/A,N/A
1646209,l,i,head,83,7
188036,r,N/A,head,N/A,N/A
1285768,r,s,head,110,N/A
1425033,r,i,head,123,N/A
1449610,r,s,3,N/A,N/A
1351307,l,i,1,73,7
1916554,l,N/A,1,N/A,N/A
958099,r,i,2,N/A,5
556693,l,N/A,1,N/A,N/A
1695383,N/A,N/A,N/A,N/A,N/A
1310363,r,i,1,73,7
982688,r,s,head,114,N/A
1277600,N/A,N/A,N/A,N/A,N/A
1310373,N/A,N/A,N/A,N/A,N/A
1244844,N/A,N/A,N/A,N/A,N/A
1302189,r,i,head,11,N/A
556718,r,i,head,N/A,12
1457836,r,m,3,N/A,N/A
1547950,l,N/A,1,N/A,N/A
515762,r,i,head,117,12
1433269,l,N/A,2,N/A,N/A
212664,l,N/A,head,N/A,N/A
1654460,r,N/A,3,N/A,N/A
1367741,l,i,head,127,N/A
1932988,l,i,head,N/A,13
1416897,N/A,N/A,N/A,N/A,N/A
1744577,r,i,head,N/A,N/A
941766,l,N/A,2,N/A,N/A
1318602,l,i,head,N/A,N/A
32460,l,i,head,3,N/A
1621708,r,N/A,3,N/A,N/A
1285842,r,s,head,N/A,N/A
1490643,N/A,N/A,N/A,N/A,N/A
1629909,l,N/A,2,N/A,N/A
1400535,r,i,3,N/A,1
1466076,r,s,head,N/A,10
1998558,r,i,head,N/A,N/A
1605349,r,N/A,2,N/A,N/A
1302247,l,i,2,109,N/A
1646318,l,N/A,2,N/A,N/A
1457903,N/A,N/A,N/A,N/A,N/A
1285875,r,i,head,124,12
1490675,l,i,2,N/A,3
1654515,r,N/A,3,N/A,N/A
188153,r,N/A,head,N/A,N/A
1302266,r,i,head,N/A,13
499451,l,i,head,124,12
1203965,r,N/A,0,N/A,N/A
1343244,r,m,3,N/A,N/A
1580815,N/A,N/A,N/A,N/A,N/A
1629968,l,N/A,2,N/A,N/A
1670927,r,N/A,1,N/A,N/A
1351442,N/A,N/A,N/A,N/A,N/A
1163030,l,s,head,163,N/A
1580828,N/A,N/A,N/A,N/A,N/A
2416412,l,i,2,N/A,N/A
204577,l,N/A,head,N/A,N/A
1277733,N/A,N/A,N/A,N/A,N/A
1433397,l,m,1,N/A,N/A
1425208,N/A,N/A,N/A,N/A,N/A
1277759,l,m,pygidium,82,N/A
1335104,l,N/A,3,N/A,N/A
1646402,l,N/A,head,N/A,N/A
1630022,l,N/A,2,N/A,N/A
1302345,r,i,3,N/A,N/A
1433418,r,i,head,N/A,12
1359694,r,i,head,N/A,N/A
1441614,r,i,2,N/A,1
1482574,r,s,2,143,N/A
1613646,r,i,1,60,7
1638229,N/A,N/A,N/A,N/A,N/A
565079,l,i,3,N/A,1
1957722,r,i,1,N/A,1
1433435,N/A,N/A,N/A,N/A,N/A
1646429,l,N/A,1,N/A,N/A
1408867,l,m,3,63,N/A
1654629,r,i,head,22,12
1130360,l,s,head,49,N/A
1564536,N/A,N/A,N/A,N/A,N/A
1032061,r,N/A,2,N/A,N/A
1367937,N/A,N/A,N/A,N/A,N/A
139142,l,s,1,38,N/A
1736582,r,N/A,3,N/A,N/A
1523593,N/A,N/A,N/A,N/A,N/A
786317,N/A,N/A,N/A,N/A,N/A
2015119,l,s,head,100,N/A
442258,l,N/A,N/A,N/A,N/A
1277851,r,s,3,143,N/A
147361,l,i,1,N/A,3
1728420,N/A,N/A,N/A,N/A,N/A
1621926,r,N/A,3,N/A,N/A
1359787,l,i,0,N/A,N/A
1327020,r,s,head,N/A,15
1449903,r,N/A,1,N/A,7
1957809,r,m,2,162,N/A
1408946,r,N/A,3,N/A,N/A
1400756,l,i,3,70,3
1335221,r,i,head,N/A,N/A
1392567,l,N/A,3,N/A,N/A
1408956,r,N/A,3,N/A,N/A
1122238,r,s,head,N/A,N/A
1425347,r,s,3,80,N/A
1114055,r,N/A,0,N/A,N/A
942028,l,N/A,1,N/A,N/A
384976,N/A,N/A,N/A,N/A,N/A
1204176,r,s,0,167,N/A
1671122,N/A,N/A,N/A,N/A,N/A
1368019,l,N/A,3,N/A,N/A
1368025,l,N/A,pygidium,N/A,N/A
2015193,l,s,head,100,N/A
1368030,l,N/A,3,N/A,N/A
1368040,l,N/A,0,N/A,N/A
180202,r,N/A,head,N/A,N/A
1343467,r,i,head,153,12
1277932,l,m,1,N/A,N/A
1621996,r,N/A,3,N/A,N/A
1630186,l,N/A,2,N/A,N/A
1441775,r,m,3,N/A,N/A
1597423,r,N/A,pygidium,N/A,N/A
1302513,l,s,head,N/A,N/A
1671147,r,m,1,165,N/A
1974266,N/A,N/A,N/A,N/A,N/A
1376251,l,i,head,N/A,N/A
1048573,l,i,3,N/A,N/A
