,l,r
253,1797181.0,68613
254,1797187.0,633874
255,1625158.0,1354776
256,1297501.0,945180
257,1338468.0,1166368
258,289898.0,1281060
259,1272941.0,19515
260,1764464.0,715837
261,2010225.0,1297489
262,1420415.0,1387613
263,1395840.0,961644
264,1387674.0,1166446
265,1330333.0,1469561
266,1346759.0,1551483
267,1354979.0,1731718
268,1092863.0,1281169
269,1395980.0,273576
270,1346858.0,1854639
271,1486136.0,1379511
272,1273155.0,1273022
273,1396068.0,2010309
274,1363316.0,1436895
275,445828.0,2010340
276,1224072.0,1617129
277,1281424.0,1600760
278,707997.0,486654
279,454054.0,27917
280,1609129.0,1854746
281,11731.0,1273131
282,1732095.0,1281333
283,1338884.0,1600828
284,1273359.0,1600836
285,839186.0,1355081
286,85530.0,1330509
287,1322525.0,1789261
288,1732125.0,118101
289,1338917.0,798041
290,1855014.0,1314140
291,708202.0,1437030
292,1355372.0,1338735
293,1314425.0,1363312
294,1830524.0,1731953
295,1339008.0,1813880
296,708228.0,1306016
297,503432.0,1756581
298,1322645.0,1486247
299,1404567.0,1281473
300,298685.0,1412560
301,1461953.0,1355223
302,77507.0,1052127
303,1339088.0,1412575
304,1273554.0,1371619
305,1273563.0,1928680
306,1732322.0,1453547
307,77552.0,1732111
308,1732338.0,1306131
309,167671.0,1486363
310,1732349.0,1306147
311,1339180.0,1068584
312,44863.0,1306155
313,1732420.0,1928754
314,1560393.0,192051
315,1347407.0,347709
316,12115.0,1797698
317,1363796.0,1846855
318,585558.0,1461846
319,1732439.0,1396320
320,1281886.0,1396335
321,1732448.0,1330831
322,1396596.0,1339023
323,1306490.0,1396374
324,1699713.0,1306268
325,1937281.0,1732257
326,1281939.0,1158821
327,1372056.0,1347263
328,77730.0,1371847
329,429993.0,1732295
330,1437617.0,1732300
331,1224630.0,192214
332,1699767.0,1928926
333,1281988.0,331495
334,135113.0,2010859
335,1355728.0,1306349
336,1462225.0,1830642
337,1126354.0,192257
338,1847252.0,1421064
339,1101784.0,1371922
340,1306584.0,2010915
341,1306608.0,1380150
342,1339377.0,2019137
343,1077241.0,192323
344,1298426.0,1331032
345,1462290.0,257885
346,1298484.0,1855339
347,1396790.0,1920885
348,1388614.0,987008
349,1560655.0,380842
350,1265745.0,1314734
351,1388649.0,192436
352,1691763.0,954295
353,1388660.0,1757115
354,1298552.0,577483
355,1364158.0,774105
356,1470654.0,1216549
357,1274053.0,1650725
358,1323208.0,290858
359,766165.0,1077309
360,1339608.0,192595
361,1347815.0,1732697
362,422125.0,364674
363,1421566.0,1355911
364,1118465.0,1609864
365,1249546.0,1274031
366,463126.0,1241266
367,1265951.0,1380543
368,151847.0,1560783
369,110892.0,1306859
370,1544524.0,1388788
371,1487196.0,1364226
372,1683821.0,1626390
373,1069423.0,1306906
374,1282428.0,192812
375,1323402.0,1446191
376,1356178.0,1331507
377,1298844.0,241978
378,1298856.0,1364315
379,1855915.0,1397111
380,1855933.0,1315203
381,1847754.0,962948
382,1298898.0,160141
383,1356253.0,1839508
384,1364445.0,1683885
385,45548.0,1315271
386,430600.0,1405399
387,1847818.0,1282582
388,1421839.0,193047
389,537119.0,954910
390,537125.0,1397285
391,1364517.0,1675823
392,1380903.0,1397326
393,1421893.0,1307230
394,1274440.0,1307247
395,1725002.0,1299058
396,1331806.0,1446515
397,1397346.0,111231
398,1348199.0,119436
399,1397352.0,1413805
400,1741418.0,955074
401,1741422.0,37580
402,1274485.0,1741539
403,1675901.0,1725169
404,1446561.0,1364769
405,488162.0,1135395
406,1372913.0,54090
407,1323773.0,1454932
408,1454846.0,1323882
409,463617.0,1528697
410,1831679.0,1569660
411,1381127.0,1307524
412,1356560.0,1348484
413,1405726.0,1397639
414,1323828.0,1405840
415,1389371.0,1282965
416,1299267.0,1430426
417,1373064.0,1274799
418,1848249.0,250842
419,1274820.0,955370
420,1635279.0,1283053
421,1430491.0,1340398
422,1438682.0,1307663
423,1471450.0,1332248
424,660463.0,1971227
425,1700859.0,1725480
426,758789.0,1840169
427,1258527.0,308269
428,1520675.0,1324107
429,1348649.0,357455
430,1971259.0,1340501
431,1414213.0,758871
432,1455178.0,1332314
433,1700942.0,390240
434,1307745.0,1578084
435,1381501.0,1602680
436,1447037.0,1299586
437,1397887.0,1332367
438,1545349.0,1348770
439,668812.0,1332389
440,1275026.0,1356971
441,13459.0,185521
442,1275053.0,1815732
443,2028720.0,324793
444,1250520.0,177343
445,1316070.0,1381575
446,1971433.0,111828
447,1365232.0,185562
448,275699.0,414949
449,1848592.0,1340647
450,1725737.0,857325
451,1717565.0,1971452
452,1520958.0,1275135
453,1627479.0,1971464
454,1275230.0,1316107
455,2233700.0,1447180
456,1275243.0,193819
457,1308022.0,1340703
458,505209.0,1488194
459,1340805.0,111948
460,1406349.0,1185115
461,1185175.0,1348968
462,1349040.0,1357166
463,423355.0,431489
464,1349051.0,1349004
465,1856971.0,1349009
466,1349077.0,1488284
467,1275357.0,1349023
468,1390047.0,1349034
469,1684965.0,1160628
470,1324518.0,1381820
471,1275367.0,1652177
472,1324546.0,1340899
473,1488411.0,1316332
474,1422884.0,1349113
475,1324587.0,1578507
476,1300035.0,1480211
477,423498.0,1070612
478,1316451.0,1324600
479,1824372.0,153151
480,1947255.0,824903
481,54909.0,71248
482,22159.0,1554019
483,1365661.0,169574
484,1611442.0,366190
485,1316531.0,54919
486,1308347.0,988822
487,1316572.0,259763
488,1308413.0,1275595
489,1349386.0,1341140
490,1546007.0,1832672
491,1283875.0,1963755
492,1382194.0,55057
493,1349434.0,1742612
494,1161034.0,1423131
495,14162.0,1357597
496,1521491.0,628517
497,1161044.0,1398573
498,1849185.0,907055
499,1562482.0,1562433
500,1341302.0,399192
501,669558.0,366449
502,1398649.0,399224
503,907144.0,1275768
504,1726348.0,759694
505,251790.0,227221
506,1275801.0,399266
507,1292186.0,1611683
508,1488795.0,1333158
509,300976.0,309165
510,1292228.0,1652654
511,1447877.0,1275823
512,55238.0,1308592
513,1308618.0,55225
514,1390541.0,161743
515,1849294.0,1701849
516,1849324.0,1947647
517,1472553.0,1447992
518,1292334.0,923710
519,1292352.0,1333311
520,1570928.0,1103961
521,1276040.0,1439840
522,1292427.0,1103977
523,1374369.0,1390740
524,1292458.0,1530009
525,579755.0,1390749
526,1349820.0,1956009
527,1120455.0,1407163
528,1325272.0,1579204
529,1054945.0,1841368
530,1349857.0,252137
531,1276147.0,1603827
532,1317111.0,1841402
533,1300731.0,1390849
534,776455.0,1366275
535,1333529.0,932125
536,1415473.0,1341740
537,1349942.0,1448244
538,1349949.0,1382729
539,801132.0,637265
540,1415537.0,1415508
541,1374631.0,22876
542,1317295.0,1415528
543,932287.0,1833415
544,1382859.0,1612233
545,1366501.0,1571286
546,1350126.0,629210
547,1366510.0,981467
548,768500.0,1645026
549,1317375.0,1956332
550,1456639.0,1948151
551,1849863.0,1284610
552,1276462.0,1333780
553,1841743.0,653848
554,6743.0,1309222
555,1923672.0,1309228
556,1399394.0,1382959
557,1391222.0,1473074
558,1342071.0,1325625
559,498302.0,1325633
560,55935.0,1382978
561,1333887.0,1284704
562,1391234.0,1325682
563,932505.0,612991
564,1489563.0,1292932
565,1284780.0,1292947
566,1342141.0,1473202
567,252608.0,1317564
568,277200.0,154304
569,1489640.0,1293005
570,1276652.0,1850079
571,1587973.0,1350368
572,1301268.0,359142
573,1276717.0,1325812
574,1776476.0,1383171
575,1776504.0,1325843
576,1440653.0,1317660
577,1842067.0,56100
578,1588133.0,908068
579,252853.0,1399590
580,1326008.0,1366839
581,1391561.0,1407854
582,1285075.0,1358740
583,1334234.0,1792917
584,1391584.0,1448858
585,1727474.0,228289
586,1383418.0,1285069
587,1276992.0,1276909
588,588869.0,1244182
589,1293381.0,1178653
590,982115.0,1178663
591,1850496.0,1571934
592,1653907.0,318576
593,1563802.0,1285267
594,1547424.0,15519
595,1834160.0,1383587
596,1645747.0,1342632
597,1350839.0,1752235
598,1588419.0,1293484
599,1129677.0,1383600
600,1645789.0,1285301
601,1498370.0,1285306
602,802066.0,359612
603,1383699.0,1285310
604,1449234.0,40141
605,261398.0,1285327
606,1441050.0,1293518
607,826675.0,392410
608,1113404.0,1957108
609,1310016.0,1285367
610,73027.0,1342725
611,7501.0,1334543
612,113999.0,1285393
613,1416527.0,1457434
614,1432915.0,1383723
615,1367387.0,1441073
616,73059.0,1400126
617,1678692.0,1678661
618,1957230.0,1072496
619,1473904.0,23921
620,1793408.0,1449339
621,1359237.0,335229
622,32142.0,1957288
623,1850777.0,531949
624,1318311.0,744953
625,1457578.0,1342970
626,482732.0,1342975
627,1310144.0,1777190
628,1424853.0,269876
629,441817.0,1474100
630,1211899.0,1400382
631,1302031.0,1285696
632,1383986.0,48718
633,1351221.0,1441373
634,1465914.0,1441389
635,1678918.0,1490551
636,1384013.0,1285768
637,523862.0,1425033
638,1318495.0,1449610
639,2014813.0,958099
640,1351280.0,1310363
641,1646209.0,982688
642,1351307.0,556718
643,1367741.0,515762
644,1932988.0,1744577
645,1318602.0,1285842
646,32460.0,1400535
647,1302247.0,1998558
648,1490675.0,1285875
649,499451.0,1302266
650,1163030.0,1343244
651,1433397.0,1433418
652,565079.0,1359694
653,1408867.0,1441614
654,1130360.0,1482574
655,139142.0,1613646
656,2015119.0,1957722
657,1359787.0,1654629
658,1400756.0,1277851
659,2015193.0,1327020
660,1302513.0,1957809
661,1048573.0,1122238
662,,1425347
663,,1204176
664,,1343467
665,,1441775
666,,1671147
