,head,pygidium,0,1,2,3
head,0.0,2.470007608471666e-28,0.018693185486376187,3.0207095099580894e-10,0.012961377218968728,0.0005727297429915496
pygidium,2.470007608471666e-28,0.0,4.9330746311309475e-15,1.3831900670183048e-37,7.118361615567073e-32,3.624043437739609e-33
0,0.018693185486376187,4.9330746311309475e-15,0.0,0.14606762733778123,0.06957864343163796,0.08804428201031764
1,3.0207095099580894e-10,1.3831900670183048e-37,0.14606762733778123,0.0,0.01005823252590298,0.13895500744665004
2,0.012961377218968728,7.118361615567073e-32,0.06957864343163796,0.01005823252590298,0.0,0.5113897149315495
3,0.0005727297429915496,3.624043437739609e-33,0.08804428201031764,0.13895500744665004,0.5113897149315495,0.0
