,head,pygidium,1,2,3
0,2015233,1278185.0,1548290.0,1466405.0,1622033.0
1,1318919,1335777.0,1376350.0,1728563.0,1728550.0
2,2015241,1335790.0,827510.0,1466424.0,1417265.0
3,1318929,1335832.0,557195.0,1441872.0,1417276.0
4,1318938,1335845.0,942233.0,1646725.0,1507391.0
5,1064990,1409659.0,1663161.0,2015432.0,1278038.0
6,1318965,1278598.0,1499326.0,1482990.0,1392742.0
7,1278006,1409671.0,1376459.0,1483005.0,1392754.0
8,1294400,1409695.0,1679615.0,1646847.0,909450.0
9,1318986,2015919.0,1286402.0,1483032.0,1384593.0
10,1294413,1278688.0,139543.0,1392932.0,1433751.0
11,1327186,1630952.0,2015571.0,1417531.0,1671351.0
12,24659,1278697.0,557403.0,1417545.0,1425621.0
13,1130583,369396.0,2007389.0,1728847.0,1392926.0
14,1024095,1278748.0,1663395.0,1409372.0,1401122.0
15,1278051,1409843.0,1499594.0,1483099.0,1392970.0
16,1359971,1278774.0,1663434.0,1368417.0,1442134.0
17,1359987,1622869.0,1663439.0,1728870.0,1450345.0
18,385141,1631093.0,1827286.0,1647016.0,1393034.0
19,1065083,1278903.0,1663484.0,1622511.0,1393083.0
20,1335430,1434598.0,1589782.0,1950241.0,1278418.0
21,1302663,1287162.0,844338.0,1647148.0,1401321.0
22,786570,1344565.0,1827444.0,1589825.0,1450492.0
23,1736843,1385530.0,1294986.0,1450597.0,1409561.0
24,1319057,1385536.0,1950393.0,1647206.0,1409579.0
25,1409181,1385542.0,1360579.0,1057387.0,1434209.0
26,1319070,1360967.0,2015966.0,1491577.0,1450610.0
27,57508,1344599.0,172769.0,1360565.0,1393284.0
28,344239,1361264.0,1442572.0,2015926.0,1393309.0
29,1073332,1385968.0,942898.0,1696456.0,582306.0
30,1736887,1279508.0,1295161.0,1950485.0,1393334.0
31,401601,1541658.0,1753932.0,1450796.0,1696562.0
32,1065166,1279518.0,557901.0,1033010.0,992087.0
33,57553,1312289.0,1000272.0,1778482.0,992096.0
34,508114,1279525.0,1352604.0,1295231.0,992125.0
35,1335507,1279543.0,1377191.0,1950602.0,1328001.0
36,671957,1279563.0,1794992.0,1393552.0,992139.0
37,1065178,1459796.0,1328126.0,2007954.0,1631145.0
38,1155295,1279584.0,943145.0,1377175.0,1360843.0
39,73954,1730175.0,1295406.0,1647512.0,1278947.0
40,1474793,1386177.0,1999956.0,1565599.0,1278959.0
41,1466608,1460009.0,1082470.0,1541032.0,1516536.0
42,1409275,1632110.0,1426565.0,1377198.0,1385497.0
43,409861,1623923.0,1647763.0,1336299.0,992309.0
44,24849,1443883.0,1295517.0,1459186.0,992318.0
45,16668,1452348.0,992438.0,1360893.0,1590351.0
46,532764,1313126.0,992446.0,1500207.0,1623138.0
47,1311006,1387104.0,1582275.0,1860656.0,1172582.0
48,1335597,1632997.0,992455.0,1975364.0,1279078.0
49,1360179,1354532.0,1377483.0,992337.0,1393787.0
50,1409346,445419.0,1361146.0,992344.0,1442970.0
51,16719,1166446.0,1361174.0,992355.0,1623227.0
52,1204562,1387718.0,1598752.0,992365.0,1426630.0
53,237911,1281424.0,1328477.0,1729648.0,1590476.0
54,1335645,1347179.0,1328483.0,992374.0,1410274.0
55,106879,1347222.0,1951105.0,992383.0,1484007.0
56,1212800,1347263.0,1656212.0,1541262.0,1623277.0
57,1130883,1732300.0,804282.0,992401.0,1393903.0
58,1737105,1347511.0,1295823.0,992419.0,1828100.0
59,1089948,1437768.0,1852885.0,992429.0,1279252.0
60,1261995,1618091.0,1238488.0,1688755.0,1393942.0
61,1335727,1274031.0,1549787.0,1410290.0,1729830.0
62,25010,1274053.0,583190.0,2008327.0,1393960.0
63,770519,1626409.0,1361468.0,2008355.0,1361208.0
64,1319384,1323310.0,1361481.0,2016553.0,1459514.0
65,1343962,1364517.0,1361489.0,1410390.0,1361224.0
66,672228,1618565.0,1443411.0,1631578.0,1434961.0
67,1327607,1274603.0,1361497.0,689547.0,1590675.0
68,762387,1274623.0,2016881.0,1631633.0,1574311.0
69,1344059,1446695.0,1656440.0,2008469.0,1435058.0
70,442961,1455006.0,1607302.0,2000315.0,1934818.0
71,1417810,668812.0,1410728.0,1631685.0,525800.0
72,1344084,1275026.0,607961.0,280016.0,1574394.0
73,1294947,1275053.0,1353433.0,1230301.0,1361412.0
